EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
17598,52,3,No,$19.14 ,40,Salary,"($386,395.81)",-375,Marketing,Female,Single,,16,Mailed Check,No
23116,34,4,Yes,$27.64 ,40,Salary,"($457,157.59)",478,Laboratory,Female,Single,1,5,Direct_Deposit,Yes
22220,35,16,No,$96.69 ,40,Salary,"($345,715.26)",-105,Laboratory,Prefer Not to Answer,Married,,12,Mail_Check,Yes
19830,42,46,No,$51.67 ,40,Salary,"$96,449.24 ",204,Research,Female,Divorced,,,DirectDeposit,
22030,46,33,No,$51.26 ,40,Salary,"($301,494.15)",358,Information_Technology,Male,Divorced,4,10,Mail Check,No
15673,26,30,Yes,$92.31 ,40,Salary,"$290,157.56 ",234,HumanResources,Female,Single,9,19,Mail_Check,No
29481,47,36,Yes,$84.59 ,40,Salary,"$491,494.27 ",-366,Research,Prefer Not to Answer,Married,7,13,Mail_Check,
28385,49,8,No,$53.13 ,40,Salary,"($302,494.83)",-237,Healthcare,Female,Married,,21,MailedCheck,
22630,61,45,Yes,$92.15 ,40,Salary,"($348,551.78)",-57,HumanResources,Prefer Not to Answer,Single,2,21,Mail_Check,No
22556,21,42,Yes,$62.03 ,40,Salary,"$147,735.12 ",128,Research,Female,Divorced,5,22,MailedCheck,
15044,56,44,Yes,$92.30 ,40,Salary,"($220,798.52)",307,Sales,Prefer Not to Answer,Divorced,7,2,Mailed Check,Yes
11455,45,10,No,$27.51 ,40,Salary,"$310,085.30 ",-475,Human Resources,Female,Single,,6,Mailed Check,
23321,43,31,Yes,$89.62 ,40,Salary,"($412,027.76)",-86,Research,Male,Single,8,21,Direct_Deposit,Yes
11623,38,47,Yes,$85.13 ,40,Salary,"($442,173.76)",-143,Human Resources,Male,Single,8,4,DirectDeposit,Yes
20210,23,46,No,$22.63 ,40,Salary,"($117,125.57)",-495,Research,Prefer Not to Answer,Divorced,7,18,MailedCheck,No
25343,36,14,No,$96.17 ,40,Salary,"($414,687.26)",494,Information_Technology,Prefer Not to Answer,Divorced,5,18,Mail_Check,
11795,37,40,Yes,$50.14 ,40,Salary,"($359,688.62)",429,Human Resources,Prefer Not to Answer,Married,6,16,Mail Check,
20702,57,44,Yes,$22.24 ,40,Salary,"($386,867.44)",-190,Information_Technology,Male,Single,4,24,DirectDeposit,Yes
20969,19,32,No,$75.58 ,40,Salary,"($112,709.07)",31,Human_Resources,Male,Divorced,5,25,Direct Deposit,Yes
27380,45,31,No,$61.21 ,40,Salary,"($251,115.19)",-145,Manufacturing,Male,Divorced,9,2,Mail_Check,
11990,57,3,No,$21.87 ,40,Salary,"$195,197.07 ",245,Information Technology,Male,Married,3,8,MailedCheck,
17775,38,37,Yes,$55.25 ,40,Salary,"$473,760.90 ",-449,Manufacturing,Prefer Not to Answer,Divorced,2,2,MailedCheck,No
28338,54,45,Yes,$81.43 ,40,Salary,"($110,021.53)",-283,Human_Resources,Female,Single,2,21,Direct Deposit,
29289,41,23,No,$65.91 ,40,Salary,"$239,688.15 ",354,Manufacturing,Female,Married,4,,Direct Deposit,Yes
24676,23,11,Yes,$82.49 ,40,Salary,"($394,398.30)",255,Marketing,Female,Single,4,18,DirectDeposit,
21378,33,25,No,$89.39 ,40,Salary,"($461,204.47)",285,Sales,Female,Single,5,8,Mailed Check,
26337,49,27,No,$98.52 ,40,Salary,"($50,337.86)",-458,Laboratory,Prefer Not to Answer,Married,8,8,Mail Check,
22907,41,9,Yes,$47.55 ,40,Salary,"$253,488.63 ",126,Human_Resources,Female,Single,5,11,MailedCheck,No
16955,24,30,Yes,$88.40 ,40,Salary,"$383,766.20 ",269,Laboratory,Prefer Not to Answer,Single,6,11,Direct Deposit,
12468,29,5,No,$58.00 ,40,Salary,"($107,934.68)",-52,Information Technology,Female,Divorced,7,2,Mail_Check,
28221,47,40,No,$66.60 ,40,Salary,"$362,455.79 ",-406,Information_Technology,Female,Divorced,8,1,MailedCheck,
10753,43,13,No,$44.50 ,40,Salary,"($464,180.84)",374,Information Technology,Female,Divorced,4,3,Mail Check,Yes
15796,60,23,No,$17.29 ,40,Salary,"($382,650.92)",-181,Healthcare,Prefer Not to Answer,Single,9,5,DirectDeposit,No
18747,51,7,Yes,$24.57 ,40,Salary,"$258,030.99 ",459,Manufacturing,Prefer Not to Answer,Divorced,3,10,Direct_Deposit,Yes
13857,45,17,No,$87.42 ,40,Salary,"$276,622.60 ",428,Manufacturing,Female,Single,3,23,Direct_Deposit,No
17593,22,42,No,$36.68 ,40,Salary,"($448,634.34)",242,InformationTechnology,Prefer Not to Answer,Married,6,19,Mail Check,
11175,27,10,No,$44.41 ,40,Salary,"$446,553.33 ",128,Research,Female,Single,1,21,MailedCheck,No
23048,35,17,No,$21.93 ,40,Salary,"($115,168.87)",57,Manufacturing,Prefer Not to Answer,Single,9,22,DirectDeposit,
13908,46,40,Yes,$23.20 ,40,Salary,"($351,183.70)",488,Human_Resources,Male,Married,9,18,Mail_Check,No
16062,24,12,No,$83.21 ,40,Salary,"($312,782.69)",369,Marketing,Female,Divorced,1,12,Mail Check,
17131,33,47,Yes,$29.87 ,40,Salary,"$336,257.47 ",421,Information Technology,Male,Divorced,4,16,DirectDeposit,Yes
13467,52,12,No,$43.77 ,40,Salary,"$242,196.03 ",-324,Research,Prefer Not to Answer,Married,8,15,Direct_Deposit,
12491,41,46,Yes,$85.96 ,40,Salary,"$120,687.06 ",217,Marketing,Male,Single,7,7,Direct Deposit,
13491,41,27,Yes,$52.60 ,40,Salary,"($42,690.34)",146,Human Resources,Female,Married,9,6,MailedCheck,
28210,59,4,Yes,$92.37 ,40,Salary,"$387,644.83 ",0,Information Technology,Prefer Not to Answer,Divorced,2,17,Mail_Check,Yes
17447,22,34,No,$42.75 ,40,Salary,"$421,355.69 ",-52,HumanResources,Male,Married,,4,Mail Check,No
26978,63,42,Yes,$40.06 ,40,Salary,"($328,301.36)",393,Information_Technology,Male,Divorced,,20,Mail Check,
24161,59,15,Yes,$21.60 ,40,Salary,"($238,025.96)",270,HumanResources,Female,Divorced,8,17,MailedCheck,
25386,51,2,Yes,$96.66 ,40,Salary,"($284,058.05)",264,Information Technology,Prefer Not to Answer,Single,8,15,Mail_Check,
22354,33,2,No,$25.48 ,40,Salary,"($100,451.78)",-40,Information_Technology,Female,Divorced,2,9,DirectDeposit,
10323,19,23,No,$55.93 ,40,Salary,"$110,062.13 ",273,Human Resources,Prefer Not to Answer,Single,,13,Mail_Check,
16309,43,35,No,$33.23 ,40,Salary,"$57,197.54 ",40,Research,Male,Single,2,19,Mail Check,No
24868,36,22,No,$59.89 ,40,Salary,"($263,680.21)",-483,Manufacturing,Male,Divorced,7,16,DirectDeposit,Yes
20683,42,24,Yes,$39.53 ,40,Salary,"$377,573.49 ",-431,Healthcare,Male,Single,9,15,Direct_Deposit,No
14050,64,32,Yes,$53.23 ,40,Salary,"$152,434.77 ",72,Sales,Male,Single,3,5,MailedCheck,No
12632,48,9,Yes,$77.34 ,40,Salary,"$100,642.32 ",-180,InformationTechnology,Prefer Not to Answer,Single,3,1,MailedCheck,No
12984,35,21,No,$35.67 ,40,Salary,"$90,963.06 ",-53,Information_Technology,Female,Single,8,,Mailed Check,
12630,27,20,Yes,$76.23 ,40,Salary,"$93,415.79 ",-443,HumanResources,Female,Divorced,5,6,Direct_Deposit,
14147,50,12,No,$35.12 ,40,Salary,"($432,042.38)",47,Manufacturing,Female,Divorced,7,2,Mail_Check,No
21251,30,28,Yes,$48.45 ,40,Salary,"($317,160.67)",313,Marketing,Prefer Not to Answer,Married,5,4,Mailed Check,Yes
10535,32,35,Yes,$47.68 ,40,Salary,"$214,336.25 ",-39,HumanResources,Male,Married,7,12,Mail Check,
22293,35,30,Yes,$54.58 ,40,Salary,"($448,014.83)",69,Human Resources,Male,Married,1,1,Mail_Check,
10895,32,19,No,$47.94 ,40,Salary,"$95,069.73 ",123,Human_Resources,Prefer Not to Answer,Single,9,4,Mailed Check,Yes
13613,29,15,No,$21.83 ,40,Salary,"$149,645.77 ",425,InformationTechnology,Male,Single,5,4,Mail Check,No
18822,64,9,No,$54.17 ,40,Salary,"$438,656.98 ",314,Information_Technology,Female,Married,5,24,Direct_Deposit,
29853,38,14,No,$77.79 ,40,Salary,"($101,096.54)",-269,Laboratory,Prefer Not to Answer,Divorced,1,7,DirectDeposit,
20375,45,1,No,$59.66 ,40,Salary,"($207,465.18)",426,HumanResources,Male,Married,4,6,Mailed Check,No
15897,26,3,Yes,$90.53 ,40,Salary,"$177,807.30 ",-383,Human_Resources,Female,Single,4,23,Mail_Check,
27412,38,21,Yes,$63.02 ,40,Salary,"($360,880.84)",412,Research,Male,Single,,15,Direct Deposit,
18829,57,46,Yes,$88.03 ,40,Salary,"($141,866.55)",-4,Sales,Female,Single,6,21,Direct Deposit,
22866,45,28,No,$75.25 ,40,Salary,"($16,701.49)",171,Manufacturing,Prefer Not to Answer,Single,5,25,DirectDeposit,
12398,52,42,No,$69.93 ,40,Salary,"$419,334.30 ",-165,Research,Prefer Not to Answer,Married,4,25,Direct_Deposit,Yes
22451,46,19,No,$46.99 ,40,Salary,"($99,994.03)",228,Information_Technology,Male,Single,8,4,Mailed Check,No
24659,63,32,No,$21.40 ,40,Salary,"($159,229.75)",180,Information_Technology,Female,Married,,25,Direct_Deposit,Yes
20556,39,5,Yes,$21.96 ,40,Salary,"$321,023.72 ",168,Research,Male,Married,4,13,Mailed Check,
12559,20,17,Yes,$17.42 ,40,Salary,"($462,250.34)",428,HumanResources,Prefer Not to Answer,Single,6,9,Direct Deposit,Yes
25785,23,40,Yes,$37.43 ,40,Salary,"($333,791.05)",-115,InformationTechnology,Male,Married,4,6,Mailed Check,
10293,51,3,No,$17.42 ,40,Salary,"($414,675.70)",147,InformationTechnology,Female,Married,,9,MailedCheck,Yes
15115,38,30,Yes,$49.51 ,40,Salary,"($334,047.80)",-374,Research,Male,Divorced,4,22,Direct Deposit,Yes
10937,43,2,No,$48.70 ,40,Salary,"($12,958.55)",-6,Human_Resources,Prefer Not to Answer,Divorced,9,18,Direct_Deposit,
16800,60,12,Yes,$90.88 ,40,Salary,"($370,224.86)",241,Laboratory,Male,Divorced,4,4,Mail_Check,No
29134,32,9,Yes,$24.22 ,40,Salary,"($57,651.42)",-265,HumanResources,Female,Single,6,6,Mailed Check,
19035,29,29,Yes,$28.47 ,40,Salary,"($411,960.12)",141,Manufacturing,Female,Single,7,8,Direct Deposit,No
12478,54,5,No,$35.84 ,40,Salary,"($8,334.00)",175,Laboratory,Male,Married,6,23,Direct Deposit,Yes
12621,39,12,No,$89.76 ,40,Salary,"$18,824.22 ",-279,Research,Female,Divorced,5,,DirectDeposit,
12873,21,26,No,$59.36 ,40,Salary,"($490,991.84)",-331,Information Technology,Prefer Not to Answer,Divorced,7,6,DirectDeposit,
13599,55,14,No,$30.09 ,40,Salary,"($258,555.21)",386,Research,Prefer Not to Answer,Single,2,12,Direct_Deposit,
10600,55,34,No,$99.06 ,40,Salary,"($411,206.63)",-161,Human Resources,Prefer Not to Answer,Single,2,2,MailedCheck,
11403,25,33,Yes,$57.23 ,40,Salary,"$136,889.19 ",30,Sales,Female,Married,4,11,MailedCheck,No
22819,21,35,No,$65.69 ,40,Salary,"($264,061.54)",-462,Healthcare,Prefer Not to Answer,Married,1,21,Mail_Check,No
29320,23,33,No,$26.29 ,40,Salary,"($349,446.23)",59,Information Technology,Female,Married,8,8,Mail Check,
13571,18,14,No,$69.09 ,40,Salary,"$429,202.82 ",-343,Marketing,Female,Single,9,20,Direct_Deposit,No
24805,35,16,Yes,$94.83 ,40,Salary,"($281,953.39)",146,Sales,Female,Divorced,9,20,MailedCheck,Yes
29981,19,35,No,$78.75 ,40,Salary,"$6,628.49 ",-471,Information Technology,Prefer Not to Answer,Divorced,5,17,MailedCheck,Yes
12723,39,16,No,$68.17 ,40,Salary,"($314,375.88)",-77,HumanResources,Female,Divorced,1,,MailedCheck,
21443,33,20,Yes,$66.92 ,40,Salary,"($44,533.88)",47,Marketing,Male,Single,4,13,Direct_Deposit,
16729,63,27,No,$45.14 ,40,Salary,"$139,011.38 ",-252,Human_Resources,Female,Married,4,20,DirectDeposit,No
22048,52,18,No,$80.31 ,40,Salary,"($346,692.05)",-132,Manufacturing,Male,Married,2,22,Mail_Check,Yes
16139,21,5,No,$97.55 ,40,Salary,"$93,239.46 ",-65,Human_Resources,Male,Divorced,,6,Mailed Check,No
21730,28,7,No,$96.52 ,40,Salary,"$108,554.13 ",89,HumanResources,Female,Divorced,5,24,MailedCheck,Yes
16013,55,35,No,$47.01 ,40,Salary,"$465,725.68 ",-89,Marketing,Female,Married,6,2,MailedCheck,Yes
22946,57,3,Yes,$84.89 ,40,Salary,"($190,554.76)",-137,Research,Female,Divorced,8,20,Direct Deposit,No
14085,52,20,Yes,$54.34 ,40,Salary,"$417,280.81 ",-279,InformationTechnology,Prefer Not to Answer,Divorced,6,9,MailedCheck,No
15383,61,43,Yes,$19.74 ,40,Salary,"($290,201.77)",-169,Information Technology,Prefer Not to Answer,Divorced,3,20,Mail Check,Yes
15581,41,41,Yes,$94.83 ,40,Salary,"$269,591.59 ",-102,Sales,Prefer Not to Answer,Single,4,,MailedCheck,Yes
27445,48,5,No,$37.97 ,40,Salary,"$287,534.32 ",447,Sales,Male,Single,3,23,Direct Deposit,No
14273,44,45,Yes,$20.44 ,40,Salary,"$163,558.97 ",-389,InformationTechnology,Male,Single,5,4,Direct_Deposit,
13477,61,6,Yes,$64.82 ,40,Salary,"$227,984.68 ",460,Sales,Male,Married,3,8,MailedCheck,No
11395,42,3,Yes,$65.42 ,40,Salary,"$450,977.70 ",100,InformationTechnology,Female,Divorced,2,22,DirectDeposit,
13932,36,2,Yes,$91.15 ,40,Salary,"$328,278.62 ",204,InformationTechnology,Male,Divorced,8,5,Direct Deposit,Yes
11581,36,35,Yes,$89.52 ,40,Salary,"($363,758.31)",-230,Laboratory,Male,Married,5,22,Mailed Check,
27887,38,40,No,$60.40 ,40,Salary,"($198,874.99)",287,InformationTechnology,Prefer Not to Answer,Divorced,2,11,Direct Deposit,Yes
20975,24,26,Yes,$18.63 ,40,Salary,"($478,823.58)",18,InformationTechnology,Prefer Not to Answer,Single,4,14,Direct_Deposit,Yes
22954,29,27,No,$32.24 ,40,Salary,"$401,102.56 ",325,Sales,Prefer Not to Answer,Married,8,20,Direct_Deposit,Yes
16937,35,20,Yes,$96.94 ,40,Salary,"$351,074.21 ",-85,Manufacturing,Male,Married,2,2,Mail_Check,Yes
23433,54,23,Yes,$28.38 ,40,Salary,"$77,017.59 ",414,Human Resources,Prefer Not to Answer,Divorced,8,22,DirectDeposit,Yes
27427,32,23,Yes,$76.26 ,40,Salary,"$261,656.75 ",-360,Human Resources,Female,Single,8,21,Direct_Deposit,
26880,51,40,No,$59.01 ,40,Salary,"$373,201.79 ",-245,Laboratory,Prefer Not to Answer,Married,4,22,DirectDeposit,
25033,46,38,Yes,$22.18 ,40,Salary,"$54,474.03 ",175,InformationTechnology,Female,Married,5,15,Mail Check,Yes
13252,48,12,No,$56.72 ,40,Salary,"$219,248.36 ",-11,Marketing,Female,Single,4,12,Mail_Check,No
26843,47,1,Yes,$82.01 ,40,Salary,"($9,181.64)",54,Marketing,Female,Single,,1,Direct Deposit,No
15322,53,37,Yes,$36.36 ,40,Salary,"$431,780.11 ",-499,Marketing,Female,Divorced,5,14,Direct Deposit,No
18264,33,14,Yes,$34.30 ,40,Salary,"$144,289.74 ",-259,HumanResources,Female,Divorced,,24,Mail_Check,Yes
10747,45,28,Yes,$43.40 ,40,Salary,"$231,123.80 ",116,InformationTechnology,Prefer Not to Answer,Divorced,6,24,Direct Deposit,
29622,49,37,Yes,$63.18 ,40,Salary,"$349,284.49 ",51,Healthcare,Female,Divorced,4,12,Mail Check,No
28299,47,15,No,$28.85 ,40,Salary,"$353,271.11 ",438,Information Technology,Male,Single,6,15,Mail_Check,
28806,43,2,No,$85.46 ,40,Salary,"$434,609.68 ",-177,HumanResources,Male,Single,9,4,MailedCheck,No
21898,62,20,No,$92.80 ,40,Salary,"($306,644.92)",-419,Manufacturing,Female,Single,7,9,MailedCheck,No
18749,19,34,No,$82.55 ,40,Salary,"$284,297.44 ",-210,Research,Male,Divorced,8,17,Mail Check,Yes
25123,54,39,No,$28.41 ,40,Salary,"$109,491.08 ",-465,Research,Female,Married,,8,Direct_Deposit,
23055,26,30,No,$91.14 ,40,Salary,"($459,021.50)",-73,Information Technology,Prefer Not to Answer,Single,6,18,Direct Deposit,Yes
20609,51,22,Yes,$64.29 ,40,Salary,"($407,267.03)",-157,Human_Resources,Female,Divorced,1,5,Direct Deposit,
17458,48,4,No,$22.27 ,40,Salary,"($31,657.31)",185,Human Resources,Female,Married,3,18,Mail Check,No
11250,28,10,Yes,$36.33 ,40,Salary,"$7,982.97 ",465,Laboratory,Prefer Not to Answer,Single,6,21,MailedCheck,Yes
22053,26,16,No,$97.00 ,40,Salary,"($8,592.13)",-204,Marketing,Prefer Not to Answer,Married,9,9,DirectDeposit,Yes
14965,52,45,Yes,$69.48 ,40,Salary,"($371,070.22)",-129,Information Technology,Prefer Not to Answer,Single,1,24,Direct_Deposit,Yes
16757,25,34,Yes,$42.45 ,40,Salary,"$127,559.34 ",-120,Laboratory,Prefer Not to Answer,Single,2,20,MailedCheck,No
25381,51,44,No,$36.29 ,40,Salary,"$413,450.08 ",6,HumanResources,Male,Single,8,12,Mail Check,
13125,32,20,Yes,$29.91 ,40,Salary,"$423,300.27 ",198,Healthcare,Female,Married,7,19,Mailed Check,
10494,29,18,Yes,$20.53 ,40,Salary,"($424,968.85)",-34,Research,Prefer Not to Answer,Married,7,16,Direct Deposit,No
12731,57,47,Yes,$78.16 ,40,Salary,"$252,188.85 ",-314,HumanResources,Prefer Not to Answer,Single,2,5,MailedCheck,
24716,53,28,No,$62.16 ,40,Salary,"($129,838.65)",98,Human_Resources,Male,Married,3,4,Mail Check,Yes
13849,48,19,No,$90.32 ,40,Salary,"($470,265.23)",148,Manufacturing,Prefer Not to Answer,Married,,14,DirectDeposit,Yes
10621,59,44,Yes,$85.99 ,40,Salary,"$147,038.04 ",298,Laboratory,Male,Divorced,9,9,Mail_Check,
19035,54,6,Yes,$38.91 ,40,Salary,"($392,267.36)",-90,Information Technology,Prefer Not to Answer,Divorced,9,22,MailedCheck,No
19247,65,25,No,$54.20 ,40,Salary,"($171,629.60)",252,HumanResources,Female,Married,2,7,Direct_Deposit,Yes
11850,24,10,Yes,$43.38 ,40,Salary,"$54,076.46 ",-146,InformationTechnology,Female,Single,7,7,Mail_Check,Yes
26020,35,36,No,$79.43 ,40,Salary,"$5,337.95 ",483,Sales,Female,Single,2,1,Mail Check,No
25961,37,11,Yes,$78.02 ,40,Salary,"($195,261.95)",282,Information Technology,Female,Married,8,17,MailedCheck,Yes
13749,30,46,Yes,$72.60 ,40,Salary,"($218,182.54)",179,Human Resources,Male,Divorced,8,6,DirectDeposit,No
14642,51,47,No,$41.73 ,40,Salary,"($278,159.36)",-97,Healthcare,Male,Married,1,,Mail_Check,No
11880,21,34,No,$56.36 ,40,Salary,"($447,908.52)",279,Marketing,Female,Divorced,3,24,DirectDeposit,Yes
13069,19,13,No,$71.17 ,40,Salary,"$12,124.03 ",266,Manufacturing,Female,Divorced,2,11,MailedCheck,
27515,21,43,Yes,$85.68 ,40,Salary,"($417,097.64)",413,Information_Technology,Male,Single,3,7,Mail_Check,No
24998,54,31,Yes,$88.23 ,40,Salary,"($422,899.63)",-136,Research,Prefer Not to Answer,Divorced,1,4,Direct_Deposit,Yes
24686,19,32,No,$31.87 ,40,Salary,"$352,487.75 ",-469,Human_Resources,Prefer Not to Answer,Single,,,Direct Deposit,
18353,50,33,Yes,$56.68 ,40,Salary,"$431,141.29 ",-239,HumanResources,Prefer Not to Answer,Single,7,18,Mail Check,
12502,63,24,Yes,$25.12 ,40,Salary,"($87,887.18)",-363,Healthcare,Prefer Not to Answer,Divorced,5,9,MailedCheck,No
15974,33,24,No,$55.93 ,40,Salary,"($305,960.04)",489,Human_Resources,Prefer Not to Answer,Married,4,20,Direct_Deposit,
11206,26,11,No,$88.52 ,40,Salary,"$256,206.45 ",-123,Laboratory,Female,Married,,14,DirectDeposit,No
29370,45,21,No,$83.08 ,40,Salary,"($5,586.81)",-310,InformationTechnology,Female,Single,2,9,Mail_Check,Yes
22669,34,25,No,$80.99 ,40,Salary,"$226,862.85 ",-310,Research,Male,Single,5,8,Mailed Check,
26364,65,28,No,$72.21 ,40,Salary,"($74,916.79)",-48,Human Resources,Male,Married,3,25,DirectDeposit,
14720,64,3,Yes,$78.02 ,40,Salary,"($87,899.45)",-254,Manufacturing,Male,Single,6,18,MailedCheck,
22405,60,32,Yes,$31.12 ,40,Salary,"$210,791.20 ",121,Human Resources,Female,Married,,24,Mail_Check,Yes
23889,62,11,No,$48.96 ,40,Salary,"$426,815.23 ",-176,Manufacturing,Prefer Not to Answer,Divorced,7,23,Mail_Check,No
28128,21,43,Yes,$79.77 ,40,Salary,"($308,269.68)",45,Research,Female,Married,9,20,Mailed Check,No
12444,32,10,No,$96.68 ,40,Salary,"($212,725.59)",34,HumanResources,Male,Married,4,6,Mail_Check,Yes
29696,21,7,Yes,$44.34 ,40,Salary,"($35,749.54)",462,Sales,Male,Single,3,21,Mail_Check,
24222,40,32,Yes,$78.90 ,40,Salary,"$128,803.64 ",323,Sales,Female,Single,8,18,Mail_Check,Yes
21743,21,29,Yes,$34.68 ,40,Salary,"$436,951.62 ",395,Laboratory,Female,Single,9,16,Direct_Deposit,Yes
15088,50,21,Yes,$36.04 ,40,Salary,"($385,750.26)",232,Laboratory,Female,Divorced,6,7,Mailed Check,No
21316,23,41,No,$44.67 ,40,Salary,"$52,815.28 ",256,Research,Prefer Not to Answer,Divorced,6,7,Mail_Check,No
12546,47,2,No,$48.99 ,40,Salary,"$129,289.77 ",195,Sales,Male,Married,7,5,Mail_Check,No
17616,55,31,Yes,$25.76 ,40,Salary,"$66,837.37 ",20,HumanResources,Male,Married,2,3,Mail_Check,Yes
11748,28,25,Yes,$89.22 ,40,Salary,"$313,888.57 ",-89,InformationTechnology,Prefer Not to Answer,Divorced,2,15,DirectDeposit,No
15820,37,9,Yes,$87.46 ,40,Salary,"($43,245.70)",3,Sales,Prefer Not to Answer,Married,8,9,Mailed Check,
20431,31,30,No,$92.18 ,40,Salary,"($276,169.49)",-379,Marketing,Female,Divorced,3,11,Mail_Check,No
16602,45,9,Yes,$45.33 ,40,Salary,"$494,926.62 ",420,Laboratory,Female,Divorced,8,12,MailedCheck,No
24111,60,40,No,$70.87 ,40,Salary,"($447,462.81)",-419,Information_Technology,Female,Married,9,21,Mail_Check,No
22514,36,33,No,$39.73 ,40,Salary,"($240,592.01)",447,Marketing,Prefer Not to Answer,Divorced,8,11,DirectDeposit,No
11586,48,36,Yes,$59.83 ,40,Salary,"($135,107.55)",-260,Healthcare,Male,Married,3,21,Direct Deposit,
22997,35,28,No,$81.15 ,40,Salary,"($255,561.14)",-377,Marketing,Prefer Not to Answer,Married,4,6,MailedCheck,
12478,54,5,No,$35.84 ,40,Salary,"($8,334.00)",175,Laboratory,Male,Married,6,23,Direct Deposit,Yes
12621,39,12,No,$89.76 ,40,Salary,"$18,824.22 ",-279,Research,Female,Divorced,5,,DirectDeposit,
12873,21,26,No,$59.36 ,40,Salary,"($490,991.84)",-331,Information Technology,Prefer Not to Answer,Divorced,7,6,DirectDeposit,
13599,55,14,No,$30.09 ,40,Salary,"($258,555.21)",386,Research,Prefer Not to Answer,Single,2,12,Direct_Deposit,
10600,55,34,No,$99.06 ,40,Salary,"($411,206.63)",-161,Human Resources,Prefer Not to Answer,Single,2,2,MailedCheck,
11403,25,33,Yes,$57.23 ,40,Salary,"$136,889.19 ",30,Sales,Female,Married,4,11,MailedCheck,No
22819,21,35,No,$65.69 ,40,Salary,"($264,061.54)",-462,Healthcare,Prefer Not to Answer,Married,1,21,Mail_Check,No
29320,23,33,No,$26.29 ,40,Salary,"($349,446.23)",59,Information Technology,Female,Married,8,8,Mail Check,
13571,18,14,No,$69.09 ,40,Salary,"$429,202.82 ",-343,Marketing,Female,Single,9,20,Direct_Deposit,No
24805,35,16,Yes,$94.83 ,40,Salary,"($281,953.39)",146,Sales,Female,Divorced,9,20,MailedCheck,Yes
29981,19,35,No,$78.75 ,40,Salary,"$6,628.49 ",-471,Information Technology,Prefer Not to Answer,Divorced,5,17,MailedCheck,Yes
12723,39,16,No,$68.17 ,40,Salary,"($314,375.88)",-77,HumanResources,Female,Divorced,1,,MailedCheck,
21443,33,20,Yes,$66.92 ,40,Salary,"($44,533.88)",47,Marketing,Male,Single,4,13,Direct_Deposit,
16729,63,27,No,$45.14 ,40,Salary,"$139,011.38 ",-252,Human_Resources,Female,Married,4,20,DirectDeposit,No
22048,52,18,No,$80.31 ,40,Salary,"($346,692.05)",-132,Manufacturing,Male,Married,2,22,Mail_Check,Yes
16139,21,5,No,$97.55 ,40,Salary,"$93,239.46 ",-65,Human_Resources,Male,Divorced,,6,Mailed Check,No
21730,28,7,No,$96.52 ,40,Salary,"$108,554.13 ",89,HumanResources,Female,Divorced,5,24,MailedCheck,Yes
16013,55,35,No,$47.01 ,40,Salary,"$465,725.68 ",-89,Marketing,Female,Married,6,2,MailedCheck,Yes
22946,57,3,Yes,$84.89 ,40,Salary,"($190,554.76)",-137,Research,Female,Divorced,8,20,Direct Deposit,No
14085,52,20,Yes,$54.34 ,40,Salary,"$417,280.81 ",-279,InformationTechnology,Prefer Not to Answer,Divorced,6,9,MailedCheck,No
15383,61,43,Yes,$19.74 ,40,Salary,"($290,201.77)",-169,Information Technology,Prefer Not to Answer,Divorced,3,20,Mail Check,Yes
15581,41,41,Yes,$94.83 ,40,Salary,"$269,591.59 ",-102,Sales,Prefer Not to Answer,Single,4,,MailedCheck,Yes
27445,48,5,No,$37.97 ,40,Salary,"$287,534.32 ",447,Sales,Male,Single,3,23,Direct Deposit,No
14273,44,45,Yes,$20.44 ,40,Salary,"$163,558.97 ",-389,InformationTechnology,Male,Single,5,4,Direct_Deposit,
13477,61,6,Yes,$64.82 ,40,Salary,"$227,984.68 ",460,Sales,Male,Married,3,8,MailedCheck,No
11395,42,3,Yes,$65.42 ,40,Salary,"$450,977.70 ",100,InformationTechnology,Female,Divorced,2,22,DirectDeposit,
13932,36,2,Yes,$91.15 ,40,Salary,"$328,278.62 ",204,InformationTechnology,Male,Divorced,8,5,Direct Deposit,Yes
11581,36,35,Yes,$89.52 ,40,Salary,"($363,758.31)",-230,Laboratory,Male,Married,5,22,Mailed Check,
27887,38,40,No,$60.40 ,40,Salary,"($198,874.99)",287,InformationTechnology,Prefer Not to Answer,Divorced,2,11,Direct Deposit,Yes
20975,24,26,Yes,$18.63 ,40,Salary,"($478,823.58)",18,InformationTechnology,Prefer Not to Answer,Single,4,14,Direct_Deposit,Yes
22954,29,27,No,$32.24 ,40,Salary,"$401,102.56 ",325,Sales,Prefer Not to Answer,Married,8,20,Direct_Deposit,Yes
16937,35,20,Yes,$96.94 ,40,Salary,"$351,074.21 ",-85,Manufacturing,Male,Married,2,2,Mail_Check,Yes
23433,54,23,Yes,$28.38 ,40,Salary,"$77,017.59 ",414,Human Resources,Prefer Not to Answer,Divorced,8,22,DirectDeposit,Yes
27427,32,23,Yes,$76.26 ,40,Salary,"$261,656.75 ",-360,Human Resources,Female,Single,8,21,Direct_Deposit,
