ID,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQualityRate,LocalAmenities,TransportAccess,Fireplace,HouseColor,Garage,Floors,Windows,PreviousSalePrice,IsLuxury
434,637459,2349,2,3,819,39.8,8.9,20,37.6,91.2,1.51,3,9,7,Yes,white,No,2,26,1447.2205,1
439,794985,1593,3,6,200,20.7,7.3,10,1.4,95.8,1.63,6,3,2,Yes,yellow,No,1,32,358.5205,1
451,892733,2156,2,2,983,9.1,7.6,34,2.8,93.3,0.78,4,4,9,Yes,red,No,3,4,1367.4205,0
452,986033,1344,2,2,200,5.9,9.3,4,0.6,91.6,1.86,6,2,4,Yes,red,No,2,34,1190.7205,0
455,714227,1469,4,1,873,26.3,9.6,35,4.3,92.4,1.56,2,10,2,Yes,white,No,2,56,1279.0705,1
466,773575,2044,5,4,497,21.6,8,43,0.5,91.4,2,9,5,1,Yes,yellow,No,3,59,344.2705,0
473,809499,2033,3,2,632,31.2,8.2,69,4,96,1.31,10,2,7,Yes,green,No,2,2,350.9205,0
477,804164,2149,2,5,1027,5.7,7.5,27,0.5,88.9,1.54,2,1,9,Yes,green,No,3,12,702.4205,0
478,920182,2987,5,4,643,51.4,8.8,45,7.3,96.2,1.64,3,6,9,Yes,yellow,No,2,35,663.4705,1
482,1034944,3196,4,4,1094,16.8,8.6,3,8,95.1,1.54,7,1,4,Yes,green,No,2,-3,913.3205,1
483,1348391,4500,1,6,1258,33.2,7.9,29,1.1,89.8,1.43,6,2,9,Yes,white,No,2,-2,1138.4705,0
490,694255,1373,5,2,640,3.5,8.3,50,7.3,95.2,1.4,9,10,4,Yes,green,No,2,35,1215.4205,1
491,596783,997,5,5,264,32.4,9,4,6.1,94.6,1.39,2,7,4,Yes,blue,No,1,9,217.9205,1
493,573417,902,3,2,771,14.1,8.2,3,5,90.9,1.06,5,5,9,Yes,red,No,1,53,919.9705,0
494,841552,2341,3,7,200,23.2,7.8,10,19.2,91.9,1.27,6,1,8,Yes,white,No,2,12,353.7705,1
4,968053,2124,1,4,421,5,9.1,30,1.5,95.7,1.29,2,2,7,Yes,blue,No,2,10,1300.9205,0
10,735949,2247,5,2,666,26.9,8.2,100,4,88.4,1.66,6,10,5,Yes,yellow,No,1,-3,532.3705,0
14,729188,1930,5,1,1350,22.8,9.2,56,16,94.1,2.08,3,5,5,Yes,white,No,2,55,1375.0205,0
17,705494,1521,5,2,200,17.4,9,1,6.5,95,1.23,6,5,2,Yes,yellow,No,2,18,1034.9205,1
18,917474,2297,5,5,1180,28.5,7.8,2,12.3,97.4,1.91,6,7,2,Yes,yellow,No,2,17,312.9205,1
19,638497,1502,6,2,406,55.2,8.7,39,6.4,92.8,1.23,7,9,6,Yes,white,No,3,0,1134.6705,0
24,811176,2368,5,6,1649,20.7,8.7,70,1.7,93.2,1.85,5,5,5,Yes,white,No,3,9,934.2205,1
25,641094,1419,5,3,543,49.2,6.9,33,2.5,89.4,2.14,8,8,8,Yes,blue,No,2,7,431.6705,0
27,669284,1369,3,2,761,22,8.8,22,5.7,92.7,1.42,9,1,4,Yes,blue,No,2,39,159.0205,0
30,801717,2383,3,4,950,35,8.4,82,1.6,92.1,1.45,5,7,1,Yes,green,No,3,41,1247.7205,0
32,687605,1096,3,5,200,12.8,7.8,24,9.8,93.6,1.36,9,5,5,Yes,red,No,2,32,1430.1205,0
35,749450,1356,5,3,1199,26.6,6,21,6.7,91.8,0.81,3,1,8,Yes,white,No,2,50,387.9705,0
37,807763,2157,5,1,1407,17.5,8.4,90,0.7,93.1,1.44,2,2,8,Yes,green,No,2,20,1147.9705,1
40,819233,1414,5,2,963,22.4,9.3,3,13.5,94.1,1.61,6,4,1,Yes,green,No,2,6,1240.1205,0
44,868527,1999,5,5,358,20.8,9.7,18,2.3,94.6,0.98,8,1,4,Yes,red,No,2,1,33.6205,1
46,595968,1557,5,4,1080,48,7.1,34,12.8,87.6,1.12,3,7,8,Yes,green,No,1,51,1518.4705,1
49,906410,1735,2,6,591,22.9,7.8,47,7.8,90.2,1.62,3,2,1,Yes,blue,No,2,19,359.4705,0
65,619262,1272,5,4,468,21.6,5.5,40,1.1,94.2,1.37,3,8,3,Yes,yellow,No,2,11,1333.2205,1
68,925481,1997,3,5,885,31.4,9.2,6,1.9,89.4,1.38,7,6,2,Yes,green,No,2,42,589.3705,1
70,976771,2603,2,2,719,13.8,8.8,70,17,95.4,1.48,5,5,7,Yes,blue,No,3,7,955.1205,0
74,967570,1711,4,7,760,26.3,9.6,19,1.9,89.3,1.19,1,5,8,Yes,yellow,No,3,11,484.8705,1
75,730999,1540,5,4,541,32.4,8.4,3,7.2,98.1,1.63,1,1,10,Yes,blue,No,2,37,1365.5205,1
78,584906,892,3,2,961,31.9,8.6,5,9.8,96.1,1.4,4,3,3,Yes,red,No,1,55,236.9205,1
81,721475,2247,5,5,1147,20.6,8.5,33,3.4,89.7,1.79,8,7,7,Yes,yellow,No,1,-3,583.6705,1
82,615355,1410,5,3,364,38.8,7,15,16.9,87.8,1.1,7,6,1,Yes,green,No,1,7,254.9705,1
87,1057789,2432,4,6,1274,10,9.6,4,0.8,89,0.5,10,1,1,Yes,white,No,3,59,1391.1705,0
89,860844,2682,4,6,658,31.4,6.6,23,8.3,98.8,1.81,1,2,1,Yes,red,No,3,58,1392.1205,1
90,689217,1572,6,5,1230,47.2,7.5,9,0.5,94.6,1.24,6,6,4,Yes,blue,No,2,25,173.2705,1
94,789566,1945,3,1,283,55.2,5.6,51,0.5,93.9,1.84,1,9,2,Yes,blue,No,3,56,1087.1705,1
101,770720,1065,4,4,465,33.1,7.1,7,2.3,99,0.83,6,9,10,Yes,red,No,2,60,1344.6205,1
104,949652,2455,6,3,360,25.1,7.1,3,0.5,94.8,1.26,1,1,1,Yes,green,No,3,57,1505.1705,1
107,706892,1624,4,7,200,23.3,5.5,3,5.7,92.4,1.98,10,7,3,Yes,blue,No,3,15,786.9705,1
108,965207,2894,4,5,1299,30.6,6.5,32,1.1,97.3,0.85,9,6,8,Yes,blue,No,1,1,1514.6705,0
109,814916,1678,5,6,396,43,7.7,4,18.6,92.3,0.8,4,4,3,Yes,blue,No,1,2,812.6205,0
112,601656,1371,3,6,595,57.3,9.1,25,9.2,93.7,1.32,1,8,4,Yes,green,No,2,40,317.6705,1
114,678858,1054,3,2,311,63.5,8.6,10,2.9,94.5,1.09,1,6,3,Yes,green,No,2,-3,1476.6705,0
116,720510,1580,2,6,341,39.8,8.7,3,7.5,94.4,1.56,3,3,5,Yes,red,No,1,9,848.7205,1
124,902008,1936,2,6,669,18.8,9.1,0,10.5,92.5,2.13,10,1,6,Yes,yellow,No,2,12,1118.5205,1
128,1083840,3378,2,2,1009,23.6,8.5,39,28.4,98.5,1.04,9,4,7,Yes,blue,No,2,-2,118.1705,0
130,1209911,3214,5,4,1454,10.7,9.7,9,0.8,92.1,1.88,6,9,5,Yes,red,No,1,9,337.6205,0
141,997840,2235,1,5,794,21.3,8.3,5,2.9,96.8,1.6,4,1,3,Yes,white,No,1,59,789.8205,1
145,535551,1058,5,3,200,9,7,100,6.1,97.5,1.06,6,9,8,Yes,white,No,2,3,1501.3705,0
147,972307,2062,2,1,844,15.9,8,2,10.3,95.8,1.68,7,8,10,Yes,blue,No,1,62,1084.3205,1
148,729735,1741,6,3,925,42.8,8.3,13,11.2,91.5,1.16,6,1,4,Yes,green,No,2,15,711.9205,0
150,902159,1960,2,2,526,10.7,6.2,5,4,90.2,1.3,9,2,7,Yes,red,No,1,57,473.4705,0
151,762334,1762,3,5,894,38.9,5.9,16,11.9,92.5,1.12,4,5,5,Yes,green,No,2,39,1292.3705,0
163,970669,1638,4,4,638,11.4,9.5,2,5,94.4,1.72,10,7,6,Yes,blue,No,2,46,1491.8705,1
172,660416,1702,6,2,997,41.2,5.9,76,6.6,92.4,1.1,2,10,2,Yes,yellow,No,3,21,845.8705,1
176,882004,2138,3,3,1143,40.5,9,25,8.9,97.9,1.59,4,4,3,Yes,green,No,2,3,852.5205,0
182,607103,1506,6,4,200,47.2,8.5,66,7.3,93.4,0.89,8,7,8,Yes,white,No,2,41,300.5705,1
186,909069,2041,3,4,1569,27.7,9.9,9,5.7,88.7,1.53,2,7,8,Yes,white,No,1,34,653.9705,1
189,797430,1556,2,3,844,5.7,8,13,11.9,87,0.84,9,10,3,Yes,green,No,2,17,1238.2205,0
195,601335,781,3,3,200,9.5,8.6,33,16,94.1,1.76,2,6,7,Yes,yellow,No,2,29,1414.9205,0
197,1039299,2643,4,7,1396,19.8,8,16,1,93,2.05,3,9,2,Yes,white,No,2,-2,1166.9705,1
200,859447,2198,6,6,975,29.7,9.5,13,3,97.5,1.75,1,6,6,Yes,white,No,3,17,495.3205,0
205,793503,1871,4,6,916,20.3,6.8,35,2.1,96,1.85,8,1,6,Yes,blue,No,2,19,356.6205,0
210,591017,1214,3,5,865,45.5,6.9,1,8.4,94,1.64,1,6,6,Yes,blue,No,2,39,860.1205,0
211,760840,1646,1,5,896,8.5,7.9,10,11.2,87.3,1.57,1,2,9,Yes,white,No,1,35,717.6205,0
218,750225,1521,2,1,960,12.6,5.4,9,4.1,91.9,1.84,10,9,7,Yes,green,No,2,3,393.6705,0
221,585955,779,6,5,643,49.2,9.8,30,18.8,98.4,0.76,3,6,5,Yes,green,No,1,-1,918.0705,1
223,846538,1797,6,3,943,8.9,8.1,1,4.2,96.3,1.38,6,5,4,Yes,yellow,No,2,61,991.2205,0
224,999119,2719,3,1,894,13.5,7.3,1,1.4,89.8,1.88,8,8,2,Yes,blue,No,3,58,663.4705,1
232,1035925,2893,2,2,1072,45,9.2,9,8.7,94,1.16,3,8,3,Yes,red,No,2,54,1004.5205,1
240,671778,1751,2,3,702,37,7.5,58,8.9,87.7,1.58,8,6,9,Yes,blue,No,3,21,881.0205,1
241,638665,945,2,3,200,13.6,7.3,15,5,93.9,1.65,2,1,7,Yes,yellow,No,2,51,739.4705,0
243,836698,1464,4,5,200,30.6,6.7,12,6.5,93.4,1.51,10,2,7,Yes,blue,No,3,18,670.1205,0
245,668693,1816,3,2,635,14.4,6.5,26,4.9,93.1,1.34,7,7,6,Yes,white,No,2,32,908.5705,1
251,857993,2623,4,2,733,11.5,7.4,59,17.2,95.6,1.28,9,6,7,Yes,green,No,3,26,964.6205,0
253,691666,1937,1,3,360,54.4,4.8,57,7.9,96.2,1.55,8,5,9,Yes,yellow,No,2,-3,520.0205,1
254,621669,1228,6,2,282,44.3,8.1,67,0.6,95.6,2.07,8,5,4,Yes,red,No,2,3,968.4205,0
256,929548,2586,3,3,823,7.9,8.4,5,6.9,93.5,1.48,4,5,5,Yes,red,No,2,57,1099.5205,0
264,550479,1625,2,7,627,65.8,8.1,95,8.7,89.6,1.62,9,2,2,Yes,yellow,No,1,54,7.0205,1
268,520895,895,2,4,582,31,9.5,3,31.4,95.7,0.98,7,3,3,Yes,green,No,2,17,343.3205,0
269,715434,1216,3,2,357,14.2,8.1,3,11.9,91.9,1.81,4,2,10,Yes,red,No,2,43,746.1205,1
275,722346,887,5,6,358,16.9,8.2,25,1.8,94.8,2.02,6,9,4,Yes,white,No,3,40,1533.6705,1
279,525064,1758,6,6,325,24.5,7,14,24,98.2,1.36,8,6,10,Yes,white,No,1,45,708.1205,0
280,805017,2045,2,6,723,37,7.7,8,2.7,95.1,0.93,10,3,2,Yes,green,No,2,43,431.6705,0
281,1096365,3745,3,2,1161,38.2,7.5,26,0.7,90.9,1.41,8,5,5,Yes,white,No,3,30,672.0205,1
283,688880,2701,4,6,988,63.4,6.8,30,40,87.4,1.56,8,4,6,Yes,red,No,2,15,1222.0705,1
292,705280,1548,2,4,863,11.6,7.2,31,18.3,96,1.28,2,4,3,Yes,green,No,2,62,741.3705,1
299,744386,1275,6,6,200,23.9,9,12,11.9,92.4,1.22,8,6,5,Yes,white,No,3,54,822.1205,0
300,767433,1364,3,3,200,34.3,8,16,1.1,84.8,1.14,7,8,3,Yes,green,No,2,4,301.5205,1
316,815755,2560,1,1,997,29.2,9.2,11,12.5,89.3,1,6,8,10,Yes,white,No,1,2,361.3705,0
318,1067525,2671,3,2,1076,32.9,9.4,9,14.5,95.4,1.08,4,7,7,Yes,red,No,2,5,406.9705,0
319,789626,1900,4,3,616,0.9,8.3,10,8.6,85.4,1.43,7,9,3,Yes,yellow,No,1,35,904.7705,0
320,820835,1600,5,4,260,12.5,8,7,3.2,95.3,0.89,3,6,9,Yes,white,No,2,49,1485.2205,0
321,949483,1788,5,3,365,16.3,7.6,2,5.8,92.2,1.2,8,2,5,Yes,blue,No,3,26,1267.6705,0
323,1058628,2759,2,6,1446,31.8,8.1,58,2,92.4,0.77,5,1,9,Yes,yellow,No,1,57,1454.8205,1
325,644973,1378,2,2,680,24.1,9.1,36,7.8,92.2,1.56,7,8,6,Yes,red,No,2,61,700.5205,1
327,795976,1461,1,5,200,11.8,8.4,31,0.5,91.1,1.04,6,8,5,Yes,white,No,3,18,1348.4205,1
328,832577,2467,4,4,1311,42.8,8,48,0.5,88.2,1.47,2,3,1,Yes,red,No,2,11,632.1205,1
331,621186,2285,5,5,510,54.7,6.4,51,13,90.4,1.93,4,7,10,Yes,green,No,1,41,538.0705,1
333,950063,2344,1,5,991,38.5,9.3,47,0.5,99,1.23,6,9,7,Yes,white,No,1,28,208.4205,0
335,757845,2124,4,2,1095,20.9,5.1,11,0.5,94.5,1.06,10,3,4,Yes,yellow,No,2,5,860.1205,0
336,804580,1436,3,3,946,22.4,9.2,24,1.2,90.5,0.95,4,7,8,Yes,blue,No,2,5,533.3205,0
337,808168,1006,2,3,285,12.1,7.6,4,3.1,93.5,1.44,5,3,1,Yes,red,No,2,7,1185.9705,1
357,747469,1949,5,5,499,19.8,7.7,32,1.4,89.7,1.27,2,2,1,Yes,red,No,1,23,709.0705,0
359,1032476,2214,3,5,247,16.8,9.6,13,1.6,92.3,1.51,1,4,9,Yes,yellow,No,2,63,681.5205,0
360,953588,2284,3,1,1147,31,8.5,55,0.5,92.4,1.88,7,9,2,Yes,yellow,No,2,58,919.0205,1
370,662320,1946,4,3,626,63.1,6.1,70,12.1,94.5,0.78,10,9,1,Yes,yellow,No,1,30,942.7705,1
371,647736,978,5,6,264,12.8,7.8,34,3,92.8,1.71,1,2,3,Yes,green,No,1,38,166.6205,1
372,750487,1487,3,2,301,9.7,8.3,43,0.5,92.4,1,8,6,3,Yes,green,No,3,58,412.6705,0
377,632691,785,1,1,200,44,8.1,20,2.9,89.3,1.57,7,1,1,Yes,yellow,No,3,15,563.7205,0
387,682807,1416,3,2,432,64.1,7.4,16,0.5,93.1,0.89,4,5,1,Yes,green,No,2,-5,668.2205,1
388,539921,1090,6,2,969,18.8,8.7,56,23.4,93.9,2.02,8,1,7,Yes,green,No,1,23,402.2205,0
390,801156,2209,6,6,552,53.2,9,17,7.3,88,0.91,6,7,10,Yes,blue,No,2,10,349.0205,1
394,712200,1494,1,5,200,12.7,7.8,19,13.9,91.2,1.64,1,9,3,Yes,blue,No,2,59,820.2205,1
399,889177,2627,4,2,715,31.4,8.3,2,9.8,89.5,1.68,10,7,1,Yes,white,No,2,54,1272.4205,1
405,440212,1723,3,1,293,57.4,8.7,46,24.6,98.6,1.4,3,5,7,Yes,green,No,3,3,1024.4705,0
417,674080,1973,1,2,200,29,5.4,24,0.5,97.6,0.83,2,8,8,Yes,green,No,3,-4,252.1205,0
418,635714,910,5,7,200,74.7,9.9,53,1,99,0.77,2,1,7,Yes,green,No,1,20,932.3205,1
432,654369,825,6,5,653,22.4,9,45,30.3,96,1.96,3,4,6,Yes,red,No,2,-3,520.9705,0
440,873799,2144,5,7,599,27.5,8.7,3,0.5,91.9,1.44,3,2,7,Yes,blue,No,2,61,310.0705,1
442,701938,1946,6,3,659,30.7,7.5,24,12.7,96.1,1.28,9,4,3,Yes,green,No,1,5,1162.2205,1
444,901912,2284,5,4,918,9.3,9.6,45,1.7,87.2,1.78,9,8,8,Yes,green,No,2,11,1125.1705,0
448,728806,1864,4,6,333,25.7,8.2,91,10.2,93.6,0.83,6,1,10,Yes,white,No,1,28,443.0705,0
453,909614,2692,1,1,549,16.4,8.3,2,2.6,91.1,1.99,1,10,2,Yes,blue,No,2,62,430.7205,1
455,896781,2805,1,3,684,31.5,8,22,9.8,95.8,1.5,4,1,9,Yes,yellow,No,1,2,758.4705,1
457,725533,1201,5,4,200,36.7,6.6,4,1.4,97.5,1.22,4,3,10,Yes,green,No,2,42,554.2205,1
458,513667,1129,3,2,405,23.9,5.9,64,11.1,88.4,0.86,3,5,4,Yes,green,No,1,47,1179.3205,1
461,1197286,2729,5,6,818,2.3,7.9,1,0.5,95.3,0.93,7,7,7,Yes,blue,No,3,39,472.5205,1
462,1030266,3439,2,4,1275,46.8,8.1,87,8.3,96.8,1.79,6,1,4,Yes,white,No,2,12,12.7205,1
463,862804,2418,2,4,1090,44.3,8.4,2,3.9,92.6,1.23,2,1,9,Yes,green,No,1,52,6.0705,1
467,853804,2424,5,3,1049,25.8,6.8,14,25.3,93,2.01,9,8,10,Yes,yellow,No,2,19,1015.9205,0
476,706468,2155,3,7,895,15.8,7.2,87,4.1,91,1.86,9,6,6,Yes,red,No,3,48,1266.7205,0
480,1061978,2603,2,6,981,50.2,7.2,32,3.9,95.4,0.8,9,6,7,Yes,white,No,2,11,648.2705,0
486,660328,1030,6,7,640,58.3,8.8,79,2.2,91.2,1.08,8,1,9,Yes,white,No,3,38,1088.1205,0
490,761746,1801,6,4,421,35.5,8.4,3,7.8,91,1.95,4,1,4,Yes,blue,No,2,50,1338.9205,0
491,848376,2067,3,5,434,26.2,7,24,4.7,91.9,1.65,3,2,10,Yes,blue,No,1,57,1463.3705,1
492,650983,1287,3,4,716,19.2,8.4,3,2.2,91,1.19,4,10,5,Yes,red,No,2,53,82.0705,1
1,600517,1287,6,6,601,30.3,7.7,6,3.2,89.3,1.26,3,6,10,Yes,green,No,2,51,1384.5205,1
3,468653,1034,1,4,630,36.5,5.5,22,19.1,95,1.43,9,3,10,Yes,blue,No,1,7,210.3205,0
11,866374,1188,6,1,333,32,9.2,4,0.5,91.2,0.89,7,7,10,Yes,red,No,2,21,1110.9205,1
15,528344,1691,5,7,644,49,5.2,53,7.5,95.8,1.27,9,1,5,Yes,red,No,1,43,995.9705,0
16,611497,1308,1,2,200,52.7,8.2,20,5.9,97.4,1.63,9,2,8,Yes,green,No,3,33,525.7205,0
36,684697,1440,2,4,820,15.8,9.2,13,9.1,98.1,1.65,6,5,3,Yes,white,No,1,37,1498.5205,0
50,744531,1660,4,2,848,52.7,8.4,49,2.8,90.4,0.75,4,9,8,Yes,yellow,No,2,58,507.6705,0
52,904545,2415,3,3,905,43,7.8,8,1.8,98.8,1.97,5,10,10,Yes,white,No,3,6,1240.1205,1
56,729510,1620,4,3,421,36.2,7.5,21,8.4,93.4,0.77,3,10,10,Yes,green,No,1,27,1339.8705,1
57,563580,1266,2,7,200,41.2,7.1,94,1.5,94.7,1.35,9,5,7,Yes,yellow,No,3,55,479.1705,1
58,718123,2042,6,7,468,27.1,7.3,11,12.4,88.1,1.94,7,8,2,Yes,yellow,No,1,5,432.6205,1
64,662559,1944,6,3,550,11.7,9.4,68,0.8,94.9,1.51,5,5,3,Yes,blue,No,1,16,991.2205,1
69,1168370,2992,3,5,836,30.7,9.1,4,0.9,93.9,1.74,3,9,4,Yes,yellow,No,2,5,1237.2705,1
73,908366,2389,3,3,864,54.8,8.8,5,14.8,93.5,1.38,10,6,4,Yes,yellow,No,3,33,6.0705,1
76,771726,1666,4,5,532,23.2,8,12,6.9,88.3,1.38,3,2,5,Yes,yellow,No,3,57,528.5705,1
77,872172,1192,2,5,1002,22.5,8.9,6,0.5,94.5,1.25,4,6,1,Yes,red,No,3,62,387.0205,1
83,750479,1796,4,6,200,22.3,8.2,25,0.9,93.8,0.99,3,7,5,Yes,white,No,3,46,181.8205,1
86,987163,2733,3,5,1139,15.8,8.2,0,7.9,93,1.25,10,2,1,Yes,red,No,2,19,330.0205,1
92,902778,1928,3,1,1206,1.9,7.8,1,7.6,87,1.31,7,1,9,Yes,yellow,No,2,59,1137.5205,0
99,845563,2086,2,5,1208,7.5,6.6,15,4.2,95.3,0.97,3,3,6,Yes,blue,No,1,3,1071.0205,0
101,540549,1669,4,4,272,11.5,7.8,23,31.9,91.1,1.46,1,5,6,Yes,green,No,3,48,447.8205,1
102,670920,2499,4,3,894,46.2,7.3,52,20.9,93.3,1.32,8,4,4,Yes,white,No,2,32,708.1205,1
110,725395,1342,3,5,200,36.7,7.2,28,0.9,92.1,1.61,6,10,2,Yes,yellow,No,3,44,1514.6705,1
111,696184,1843,2,2,669,9.1,7.2,99,6.2,93.8,1.26,9,7,6,Yes,white,No,2,13,856.3205,0
115,820612,1836,4,3,1512,48.9,9,15,3.3,91,1.77,2,2,1,Yes,blue,No,2,59,545.6705,1
116,714166,1615,4,5,613,33.9,8.8,6,20.5,90.1,2.26,1,9,4,Yes,red,No,1,14,962.7205,0
120,516396,1735,1,3,321,48.2,5.9,45,17.9,89.5,1.26,5,6,5,Yes,blue,No,3,14,316.7205,0
121,675342,1536,5,3,1041,63.1,7.8,1,0.8,90.5,1.52,7,6,3,Yes,green,No,1,33,1538.4205,1
125,827212,2039,5,4,507,27.6,7.8,43,1.9,90.1,1.76,10,10,5,Yes,green,No,2,51,331.9205,1
130,968487,2089,2,3,200,41.2,8.8,60,7.9,94.6,1.27,9,1,7,Yes,white,No,3,60,356.6205,1
133,923657,2061,2,3,1128,2.1,9.5,26,1.9,92.4,0.86,9,8,10,Yes,white,No,2,12,1125.1705,1
140,660675,700,2,4,283,9,8.4,4,3.5,95.7,0.78,6,5,6,Yes,white,No,2,52,923.7705,1
152,752827,2241,5,2,1398,45.7,9.3,14,9.9,94.2,1.48,6,6,7,Yes,blue,No,2,-4,606.4705,1
156,1389920,3827,2,3,1229,19.8,9.6,3,0.5,96.9,0.5,1,3,4,Yes,red,No,2,32,1299.9705,0
157,528795,1612,3,5,1283,31.6,7.9,100,10.1,89.5,1.92,9,2,4,Yes,green,No,2,27,1462.4205,0
162,539806,1630,3,6,773,40.3,6.9,64,9.4,91.3,1.3,10,6,4,Yes,white,No,3,7,349.0205,0
168,1006940,3224,6,1,1670,57.8,6.7,0,2.4,94,1.59,10,2,2,Yes,yellow,No,1,12,1103.3205,1
171,907103,2262,3,4,1416,8.5,9.4,8,4.4,88.9,1.28,8,2,7,Yes,green,No,2,44,314.8205,0
172,745730,1017,2,4,382,34.6,7.5,0,16.7,87,0.56,9,8,10,Yes,yellow,No,1,-4,812.6205,1
179,871255,2433,2,5,1345,37.3,8.9,38,29.9,95.3,0.74,3,6,8,Yes,green,No,3,44,1029.2205,0
181,780734,1660,2,2,200,51.5,7.8,2,6.1,90.8,1.44,2,8,8,Yes,white,No,1,54,391.7705,1
186,849197,2272,1,6,1310,20.3,9.5,3,21.7,91.5,1.29,9,7,7,Yes,red,No,2,54,1417.7705,1
187,785796,1362,3,7,794,41.3,8.3,16,3,91.1,1.28,7,10,3,Yes,red,No,3,60,997.8705,1
192,646672,1960,2,5,445,28.5,8.9,20,16,88,1.62,5,5,7,Yes,red,No,2,18,170.4205,0
195,777653,1684,3,2,291,37.5,6.5,4,2.9,94.6,1.8,6,10,10,Yes,blue,No,1,-4,634.0205,1
197,937196,2152,4,3,1004,34.5,7.9,80,10.6,91.9,1.64,2,3,1,Yes,white,No,2,7,1368.3705,1
199,732732,1881,2,3,322,8,5.9,12,0.6,95.6,1.17,9,10,6,Yes,red,No,2,27,669.1705,0
207,915702,2945,5,6,515,43.4,9.8,11,19.4,93.2,1.63,10,5,8,Yes,blue,No,1,3,758.4705,0
211,620421,1455,6,4,291,25.5,5.2,3,2.6,89.7,1.5,7,8,3,Yes,red,No,3,38,255.9205,1
213,954096,2077,3,6,1007,43.1,9.2,2,10,92.5,1.04,1,3,6,Yes,yellow,No,3,18,668.2205,1
214,878330,2040,4,2,509,33,9.5,4,14.5,98.2,1.31,8,3,6,Yes,blue,No,2,13,310.0705,1
216,702094,1776,4,2,200,39.6,8.7,5,11,88.4,0.99,7,6,2,Yes,blue,No,1,22,1030.1705,1
219,817156,2318,4,5,813,23.1,7.6,5,1.7,93.8,1.25,9,8,3,Yes,yellow,No,1,24,1069.1205,0
225,632621,1750,5,7,366,56.4,6,53,0.6,86,1.59,8,10,5,Yes,blue,No,1,48,1461.4705,1
230,751656,1812,4,6,766,25.9,7.6,8,10,97,1.07,9,7,7,Yes,green,No,2,1,977.9205,1
248,592185,1231,2,3,676,75.4,9.4,23,2.4,98.6,1.02,10,10,7,Yes,yellow,No,2,53,1431.0705,1
249,639384,1328,2,1,1242,39.8,9.3,56,3.9,96.1,1.12,3,6,7,Yes,white,No,2,43,489.6205,0
256,753326,1996,3,4,404,47,8.2,17,9.9,89.7,1.17,2,1,6,Yes,green,No,2,32,667.2705,0
259,634859,1426,3,2,751,63.2,6.1,21,3.7,94.3,1.91,8,1,2,Yes,red,No,2,4,468.7205,1
264,700411,2059,5,5,634,60.5,8.1,29,9.8,92,1.03,6,9,8,Yes,red,No,1,50,653.9705,0
265,703909,1271,2,6,459,29.7,8.6,17,3.8,89.4,1.85,9,4,5,Yes,green,No,2,24,1336.0705,0
269,837318,2581,2,7,580,11.5,8.4,51,0.5,90.2,1.92,7,9,10,Yes,yellow,No,1,9,126.7205,1
276,863152,2367,1,4,607,13.5,6.5,15,8.3,94.3,1.69,2,3,6,Yes,white,No,1,54,1280.0205,1
277,626077,1785,3,3,480,47.4,6.2,14,19.9,96.3,0.92,5,7,10,Yes,white,No,2,0,1468.1205,1
279,607717,1227,1,2,207,6.2,6.8,20,1.5,91.7,1.64,8,10,3,Yes,yellow,No,1,21,296.7705,0
282,920414,1993,1,4,437,14.1,9.8,7,4.3,93.7,1.56,6,3,5,Yes,blue,No,1,15,1232.5205,0
289,741509,866,3,5,590,40.7,8.5,13,9.8,94.6,1.22,7,4,3,Yes,green,No,2,6,17.4705,1
293,839466,1729,2,6,922,24.1,8.3,23,10.3,89.3,1.56,3,3,9,Yes,white,No,3,30,1503.2705,1
294,833349,1974,1,5,765,15.6,8.3,8,13.7,97.3,1.05,9,3,10,Yes,green,No,2,26,962.7205,0
296,686104,1156,3,5,564,37.9,8.9,11,3.1,84.8,1.44,4,2,8,Yes,green,No,3,49,1344.6205,0
298,822333,910,3,1,579,6.8,9.5,1,1.1,89.3,1.18,7,2,7,Yes,white,No,1,49,1234.4205,0
299,519955,878,3,4,826,17.2,7.6,38,21.7,95,1.28,8,3,8,Yes,blue,No,2,47,673.9205,0
304,550146,1405,4,4,328,37.3,7.5,41,28.8,86.6,1.07,3,7,1,Yes,red,No,2,38,145.7205,1
305,704274,1642,3,5,836,29.5,5.3,3,13.7,99,1.22,7,4,3,Yes,blue,No,1,25,688.1705,0
306,603629,1030,5,6,348,9.4,8.3,42,1.5,88.8,1.44,9,10,3,Yes,green,No,2,4,79.2205,1
310,732903,1554,3,4,878,36,9.2,28,9.6,99,1.56,10,9,10,Yes,white,No,3,51,455.4205,0
319,921951,2242,5,1,939,27.5,7.5,11,15.3,97.4,1.25,9,8,5,Yes,blue,No,2,47,539.0205,1
323,729131,1339,5,5,455,46.3,9.1,45,6,94.1,1.33,8,6,1,Yes,red,No,3,19,153.3205,1
325,678665,1761,6,6,1334,30.5,8.7,48,4.1,93.6,1.4,4,8,1,Yes,red,No,3,-1,739.4705,0
328,1029026,2380,2,6,726,38.8,6.6,15,0.6,88.9,0.89,8,7,10,Yes,white,No,2,37,1386.4205,1
