,EmployeeNumber,Age,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary_Calc,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked_capped,AnnualProfessionalDevHrs_capped,PaycheckMethod,TextMessageOptIn,Tenure_Calc_capped
3804,25796,52,No,35.31,40,Salary,73444.8,145,Human Resources,Male,Married,5.0,22.0,Direct Deposit,Yes,14
2929,25801,29,Yes,85.14,40,Salary,177091.19999999998,456,Human_Resources,Male,Divorced,5.0,10.0,Mailed Check,No,0
2103,25802,36,No,59.71,40,Salary,124196.8,451,InformationTechnology,Prefer Not to Answer,Single,8.0,15.0,Direct Deposit,Yes,16
12328,25804,62,No,62.29,40,Salary,129563.2,497,Human Resources,Male,Divorced,7.0,21.0,Mailed Check,Yes,7
2962,25814,26,No,92.49,40,Salary,192379.19999999998,190,Laboratory,Female,Married,4.0,22.0,Mailed Check,No,15
2952,25817,53,Yes,68.32,40,Salary,142105.59999999998,431,Marketing,Female,Married,5.0,9.0,Mailed Check,Yes,16
5247,25818,45,No,32.04,40,Salary,66643.2,268,Marketing,Prefer Not to Answer,Divorced,1.0,1.0,Direct Deposit,No,12
12241,25823,38,Yes,24.81,40,Salary,51604.799999999996,385,Healthcare,Female,Single,6.0,13.0,Direct Deposit,Yes,1
3301,25825,63,No,73.49,40,Salary,152859.19999999998,433,Human_Resources,Male,Divorced,8.0,24.0,Mailed Check,Yes,37
1070,25831,65,Yes,67.62,40,Salary,140649.6,464,Information_Technology,Prefer Not to Answer,Married,6.0,17.0,Mailed Check,No,16
5478,25839,23,Yes,80.49,40,Salary,167419.19999999998,112,InformationTechnology,Male,Single,6.0,6.0,Mailed Check,Yes,0
3326,25842,25,No,84.85,40,Salary,176488.0,455,Human Resources,Male,Divorced,15.5,16.0,Direct Deposit,No,0
2810,25845,32,Yes,76.72,40,Salary,159577.6,386,HumanResources,Female,Single,9.0,8.0,Direct Deposit,No,0
13180,25847,54,Yes,64.43,40,Salary,134014.40000000002,115,Information Technology,Male,Married,7.0,7.0,Mailed Check,No,15
4918,25852,59,No,23.98,40,Salary,49878.4,355,Manufacturing,Male,Married,8.0,23.0,Mailed Check,Yes,37
12345,25862,37,No,91.22,40,Salary,189737.6,428,Research,Prefer Not to Answer,Married,9.0,22.0,Mailed Check,Yes,2
4540,25867,33,No,32.95,40,Salary,68536.0,272,Information Technology,Female,Divorced,8.0,9.0,Direct Deposit,Yes,4
2256,25868,50,Yes,75.29,40,Salary,156603.2,249,Sales,Prefer Not to Answer,Divorced,8.0,12.0,Direct Deposit,No,5
12188,25873,22,No,46.03,40,Salary,95742.40000000001,494,Sales,Male,Married,5.0,3.0,Direct Deposit,Yes,2
4318,25875,29,No,39.17,40,Salary,81473.6,58,Information Technology,Female,Divorced,4.0,6.0,Mailed Check,No,0
2494,25880,43,Yes,87.67,40,Salary,182353.6,426,Marketing,Female,Married,1.0,10.0,Direct Deposit,No,3
57,25886,52,Yes,33.71,40,Salary,70116.8,408,Human_Resources,Male,Divorced,15.5,8.0,Direct Deposit,Yes,10
5708,25887,27,Yes,58.36,40,Salary,121388.8,297,Research,Prefer Not to Answer,Single,9.0,5.0,Mailed Check,Yes,3
1090,25888,56,Yes,36.05,40,Salary,74984.0,358,Information_Technology,Prefer Not to Answer,Divorced,7.0,24.0,Mailed Check,No,25
3382,25889,18,Yes,89.01,40,Salary,185140.80000000002,352,Information Technology,Male,Married,8.0,24.0,Direct Deposit,No,5
688,25893,35,Yes,29.63,40,Salary,61630.4,88,Sales,Female,Divorced,2.0,4.0,Direct Deposit,No,0
4210,25896,48,Yes,59.11,40,Salary,122948.8,242,Healthcare,Female,Divorced,3.0,16.0,Mailed Check,No,16
4261,25900,56,Yes,78.18,40,Salary,162614.40000000002,117,Marketing,Female,Married,5.0,9.0,Direct Deposit,No,31
12240,25903,56,Yes,75.32,40,Salary,156665.59999999998,310,Human Resources,Male,Single,1.0,6.0,Direct Deposit,Yes,17
12305,25904,32,No,38.85,40,Salary,80808.0,98,Human_Resources,Female,Divorced,8.0,13.0,Mailed Check,Yes,12
799,25905,32,Yes,59.78,40,Salary,124342.4,274,Research,Female,Divorced,1.0,18.0,Direct Deposit,No,0
1170,25915,48,Yes,98.52,40,Salary,204921.59999999998,441,Human Resources,Male,Single,5.0,2.0,Mailed Check,No,19
4917,25919,22,Yes,95.99,40,Salary,199659.19999999998,198,Human_Resources,Female,Married,3.0,10.0,Direct Deposit,Yes,3
438,25921,33,No,51.68,40,Salary,107494.4,288,Human Resources,Female,Married,7.0,14.0,Mailed Check,Yes,15
1954,25923,36,No,96.93,40,Salary,201614.40000000002,71,Healthcare,Prefer Not to Answer,Single,8.0,18.0,Mailed Check,Yes,12
3710,25925,63,No,61.48,40,Salary,127878.4,172,Manufacturing,Male,Divorced,3.0,23.0,Mailed Check,No,20
4079,25927,24,Yes,34.97,40,Salary,72737.59999999999,349,Human_Resources,Male,Single,9.0,23.0,Direct Deposit,Yes,0
12271,25929,23,No,32.22,40,Salary,67017.59999999999,495,Human Resources,Male,Divorced,4.0,19.0,Direct Deposit,No,0
4886,25932,58,No,36.44,40,Salary,75795.2,71,Healthcare,Prefer Not to Answer,Single,3.0,16.0,Mailed Check,No,4
420,25933,26,No,21.17,40,Salary,44033.600000000006,386,InformationTechnology,Prefer Not to Answer,Married,3.0,25.0,Direct Deposit,No,7
594,25936,47,No,91.24,40,Salary,189779.19999999998,415,Sales,Male,Divorced,7.0,1.0,Direct Deposit,Yes,3
4191,25945,62,Yes,93.19,40,Salary,193835.19999999998,144,Information Technology,Prefer Not to Answer,Divorced,9.0,15.0,Mailed Check,No,32
2581,25948,44,Yes,39.8,40,Salary,82784.0,430,Research,Female,Divorced,1.0,9.0,Mailed Check,Yes,8
5042,25949,38,Yes,69.64,40,Salary,144851.19999999998,307,Laboratory,Female,Divorced,5.0,7.0,Direct Deposit,No,3
2002,25951,49,No,83.22,40,Salary,173097.6,340,InformationTechnology,Prefer Not to Answer,Married,9.0,17.0,Direct Deposit,Yes,15
3120,25952,61,Yes,79.28,40,Salary,164902.4,470,Manufacturing,Male,Married,1.0,11.0,Mailed Check,Yes,37
908,25957,42,Yes,17.88,40,Salary,37190.399999999994,300,Human Resources,Prefer Not to Answer,Single,7.0,18.0,Mailed Check,Yes,10
4064,25959,55,No,19.88,40,Salary,41350.399999999994,463,Sales,Prefer Not to Answer,Divorced,7.0,3.0,Mailed Check,No,9
12765,25961,37,Yes,78.02,40,Salary,162281.59999999998,282,Information Technology,Female,Married,8.0,17.0,Mailed Check,Yes,11
3088,25963,32,No,27.9,40,Salary,58032.0,461,HumanResources,Prefer Not to Answer,Single,6.0,2.0,Direct Deposit,No,0
5777,25965,57,Yes,26.63,40,Salary,55390.4,215,Sales,Prefer Not to Answer,Divorced,9.0,13.0,Direct Deposit,No,15
5819,25970,34,Yes,52.13,40,Salary,108430.40000000001,475,Manufacturing,Male,Single,5.0,20.0,Direct Deposit,No,17
5262,25971,58,No,94.59,40,Salary,196747.2,127,Sales,Prefer Not to Answer,Single,8.0,6.0,Mailed Check,No,6
2083,25975,48,Yes,29.75,40,Salary,61880.0,174,Marketing,Female,Divorced,7.0,2.0,Direct Deposit,No,2
12075,25976,43,No,86.48,40,Salary,179878.40000000002,397,InformationTechnology,Prefer Not to Answer,Divorced,3.0,2.0,Mailed Check,No,6
5304,25977,47,No,73.28,40,Salary,152422.4,59,Laboratory,Male,Married,5.0,20.0,Mailed Check,No,3
5165,25980,26,No,71.94,40,Salary,149635.19999999998,85,Laboratory,Male,Single,7.0,17.0,Direct Deposit,No,0
12496,25985,21,No,71.78,40,Salary,149302.4,287,Research,Prefer Not to Answer,Divorced,9.0,17.0,Mailed Check,No,0
143,25989,60,Yes,89.65,40,Salary,186472.0,237,Human_Resources,Male,Single,3.0,7.0,Mailed Check,Yes,21
1932,25993,27,No,89.42,40,Salary,185993.6,389,Information_Technology,Prefer Not to Answer,Single,2.0,3.0,Mailed Check,No,3
5572,26000,34,No,81.62,40,Salary,169769.6,259,Laboratory,Prefer Not to Answer,Divorced,4.0,7.0,Direct Deposit,No,14
642,26007,39,No,72.45,40,Salary,150696.0,424,Human_Resources,Prefer Not to Answer,Divorced,7.0,12.0,Direct Deposit,No,14
5744,26010,34,Yes,97.4,40,Salary,202592.0,486,Marketing,Male,Divorced,3.0,39.5,Mailed Check,No,14
466,26011,21,Yes,77.74,40,Salary,161699.19999999998,207,Research,Female,Married,2.0,14.0,Direct Deposit,No,0
789,26012,36,Yes,95.45,40,Salary,198536.0,321,Human_Resources,Male,Divorced,3.0,13.0,Mailed Check,Yes,11
12217,26013,39,No,48.94,40,Salary,101795.2,413,Laboratory,Prefer Not to Answer,Divorced,1.0,12.0,Mailed Check,Yes,0
12764,26020,35,No,79.43,40,Salary,165214.40000000002,483,Sales,Female,Single,2.0,1.0,Mailed Check,No,0
604,26030,35,Yes,72.18,40,Salary,150134.40000000002,302,Marketing,Prefer Not to Answer,Divorced,15.5,2.0,Mailed Check,Yes,14
38,26038,33,Yes,51.39,40,Salary,106891.2,224,Human Resources,Female,Divorced,9.0,15.0,Direct Deposit,Yes,10
94,26039,39,Yes,35.58,40,Salary,74006.4,245,Research,Male,Single,2.0,3.0,Mailed Check,No,6
3518,26048,37,No,77.6,40,Salary,161408.0,86,Human_Resources,Prefer Not to Answer,Single,6.0,23.0,Mailed Check,Yes,0
4635,26051,44,Yes,43.97,40,Salary,91457.59999999999,155,Human_Resources,Male,Divorced,4.0,11.0,Mailed Check,No,0
3704,26057,23,No,75.88,40,Salary,157830.4,429,Sales,Female,Single,7.0,22.0,Direct Deposit,No,2
12594,26058,24,No,94.8,40,Salary,197184.0,303,Human Resources,Male,Single,6.0,20.0,Direct Deposit,No,0
3357,26061,25,No,89.71,40,Salary,186596.8,46,Information_Technology,Female,Single,1.0,12.0,Mailed Check,No,0
3862,26078,29,No,88.36,40,Salary,183788.80000000002,206,Human_Resources,Prefer Not to Answer,Married,6.0,11.0,Direct Deposit,No,0
2662,26079,20,No,58.52,40,Salary,121721.6,326,Information_Technology,Prefer Not to Answer,Married,15.5,24.0,Mailed Check,No,12
4858,26081,29,No,84.55,40,Salary,175864.0,282,Manufacturing,Prefer Not to Answer,Divorced,2.0,19.0,Mailed Check,No,15
3441,26088,45,No,65.46,40,Salary,136156.8,37,Research,Male,Married,7.0,9.0,Mailed Check,No,14
12148,26090,30,Yes,38.02,40,Salary,79081.6,9,Research,Prefer Not to Answer,Divorced,6.0,18.0,Direct Deposit,Yes,1
2471,26091,61,No,50.46,40,Salary,104956.8,85,Information_Technology,Prefer Not to Answer,Single,15.5,10.0,Direct Deposit,Yes,36
3767,26093,54,Yes,88.08,40,Salary,183206.4,165,Human_Resources,Male,Single,9.0,3.0,Direct Deposit,Yes,21
3592,26096,65,No,46.89,40,Salary,97531.2,379,Information Technology,Female,Married,15.5,7.0,Mailed Check,No,14
5832,26097,43,No,55.15,40,Salary,114712.0,16,Information Technology,Prefer Not to Answer,Married,6.0,22.0,Direct Deposit,No,8
12282,26102,63,No,59.37,40,Salary,123489.59999999999,300,InformationTechnology,Female,Married,4.0,20.0,Direct Deposit,No,9
4344,26107,65,Yes,97.82,40,Salary,203465.59999999998,363,Healthcare,Prefer Not to Answer,Divorced,4.0,13.0,Direct Deposit,Yes,37
2214,26113,23,Yes,40.04,40,Salary,83283.2,313,Manufacturing,Female,Married,9.0,20.0,Mailed Check,No,0
3037,26116,56,Yes,98.01,40,Salary,203860.80000000002,190,Information Technology,Prefer Not to Answer,Divorced,3.0,22.0,Mailed Check,No,14
4878,26126,57,No,58.9,40,Salary,122512.0,146,Information Technology,Prefer Not to Answer,Divorced,5.0,8.0,Mailed Check,No,20
4924,26128,57,Yes,30.9,40,Salary,64272.0,428,Human_Resources,Male,Single,1.0,5.0,Mailed Check,No,23
3156,26133,60,Yes,82.5,40,Salary,171600.0,351,Marketing,Female,Single,7.0,8.0,Direct Deposit,Yes,25
567,26141,36,Yes,27.73,40,Salary,57678.4,2,Information_Technology,Male,Divorced,15.5,22.0,Mailed Check,Yes,0
489,26145,52,No,20.16,40,Salary,41932.799999999996,134,Human_Resources,Male,Married,5.0,4.0,Direct Deposit,Yes,29
96,26150,27,Yes,61.91,40,Salary,128772.79999999999,242,Laboratory,Male,Single,8.0,23.0,Direct Deposit,No,8
1713,26152,28,Yes,49.41,40,Salary,102772.79999999999,92,HumanResources,Female,Divorced,5.0,10.0,Direct Deposit,Yes,0
5520,26154,48,Yes,76.44,40,Salary,158995.19999999998,360,Manufacturing,Male,Married,8.0,24.0,Direct Deposit,Yes,21
4425,26155,36,No,60.75,40,Salary,126360.0,387,Manufacturing,Female,Married,4.0,14.0,Direct Deposit,No,0
5462,26156,38,No,52.02,40,Salary,108201.6,26,Laboratory,Prefer Not to Answer,Divorced,4.0,6.0,Direct Deposit,No,8
2987,26160,56,Yes,61.82,40,Salary,128585.6,18,InformationTechnology,Female,Divorced,2.0,25.0,Direct Deposit,No,10
1408,26163,42,No,69.88,40,Salary,145350.4,341,Research,Male,Single,4.0,5.0,Mailed Check,Yes,23
122,26165,21,Yes,71.38,40,Salary,148470.4,33,Research,Female,Married,5.0,25.0,Direct Deposit,No,0
4714,26167,64,No,23.7,40,Salary,49296.0,417,Human_Resources,Female,Divorced,1.0,2.0,Mailed Check,No,29
895,26169,44,No,17.51,40,Salary,36420.8,48,Human_Resources,Prefer Not to Answer,Single,15.5,19.0,Mailed Check,No,13
4690,26170,21,Yes,99.17,40,Salary,206273.6,63,Marketing,Male,Single,6.0,9.0,Direct Deposit,No,0
2744,26171,48,No,61.42,40,Salary,127753.6,427,Manufacturing,Male,Married,4.0,22.0,Direct Deposit,No,28
3994,26183,38,No,81.0,40,Salary,168480.0,330,Information Technology,Female,Divorced,15.5,10.0,Mailed Check,No,7
12269,26186,35,No,84.04,40,Salary,174803.2,16,InformationTechnology,Prefer Not to Answer,Married,9.0,9.0,Mailed Check,No,1
4293,26190,25,Yes,38.7,40,Salary,80496.0,472,Manufacturing,Male,Married,5.0,12.0,Mailed Check,Yes,0
5921,26192,45,Yes,41.0,40,Salary,85280.0,354,Marketing,Prefer Not to Answer,Single,4.0,8.0,Mailed Check,Yes,16
1277,26193,40,No,75.72,40,Salary,157497.6,290,Marketing,Male,Married,15.5,24.0,Mailed Check,No,16
3354,26194,56,No,59.84,40,Salary,124467.20000000001,489,Human_Resources,Male,Divorced,7.0,6.0,Mailed Check,No,19
3840,26196,28,Yes,58.11,40,Salary,120868.8,213,Laboratory,Prefer Not to Answer,Divorced,4.0,39.5,Direct Deposit,No,0
4571,26197,59,Yes,46.64,40,Salary,97011.2,107,Laboratory,Male,Married,8.0,17.0,Mailed Check,No,16
5561,26199,49,Yes,81.37,40,Salary,169249.6,461,Information Technology,Male,Married,5.0,2.0,Direct Deposit,No,9
5007,26200,49,No,43.24,40,Salary,89939.20000000001,255,Human Resources,Male,Married,15.5,24.0,Mailed Check,No,22
73,26201,34,No,77.91,40,Salary,162052.8,181,Manufacturing,Female,Married,1.0,14.0,Direct Deposit,No,6
2967,26203,44,Yes,67.47,40,Salary,140337.6,491,Information_Technology,Female,Married,2.0,15.0,Direct Deposit,Yes,14
1889,26207,25,Yes,57.12,40,Salary,118809.59999999999,396,Manufacturing,Prefer Not to Answer,Single,1.0,12.0,Direct Deposit,No,3
948,26216,62,Yes,37.88,40,Salary,78790.40000000001,134,Manufacturing,Prefer Not to Answer,Married,3.0,6.0,Mailed Check,No,13
5827,26220,18,Yes,77.03,40,Salary,160222.4,79,HumanResources,Prefer Not to Answer,Single,2.0,20.0,Mailed Check,No,0
12365,26221,40,No,91.23,40,Salary,189758.40000000002,385,Research,Female,Divorced,6.0,23.0,Direct Deposit,No,0
649,26224,29,No,26.84,40,Salary,55827.2,425,Marketing,Female,Married,8.0,15.0,Direct Deposit,No,7
1044,26225,64,Yes,18.16,40,Salary,37772.799999999996,349,InformationTechnology,Prefer Not to Answer,Married,3.0,23.0,Mailed Check,No,37
4466,26226,25,No,69.93,40,Salary,145454.40000000002,44,HumanResources,Female,Single,3.0,25.0,Mailed Check,No,0
5391,26228,27,No,45.44,40,Salary,94515.2,332,Sales,Prefer Not to Answer,Divorced,9.0,5.0,Direct Deposit,No,13
12138,26231,53,Yes,65.73,40,Salary,136718.40000000002,289,Laboratory,Prefer Not to Answer,Married,15.5,21.0,Direct Deposit,No,14
2931,26232,22,Yes,35.99,40,Salary,74859.20000000001,92,Human_Resources,Male,Divorced,5.0,10.0,Mailed Check,No,16
4327,26234,63,No,58.41,40,Salary,121492.79999999999,242,Information Technology,Male,Divorced,4.0,14.0,Direct Deposit,Yes,18
2719,26241,44,Yes,78.38,40,Salary,163030.4,342,Laboratory,Female,Divorced,9.0,24.0,Mailed Check,No,4
10,26251,58,Yes,38.69,40,Salary,80475.2,429,Laboratory,Prefer Not to Answer,Single,7.0,2.0,Mailed Check,Yes,22
3449,26252,56,No,59.61,40,Salary,123988.8,12,Laboratory,Male,Single,7.0,10.0,Mailed Check,No,8
5380,26257,61,No,55.04,40,Salary,114483.2,38,Manufacturing,Female,Single,4.0,16.0,Mailed Check,No,20
5475,26258,56,Yes,33.94,40,Salary,70595.2,309,Healthcare,Female,Single,1.0,1.0,Mailed Check,No,35
3322,26259,34,Yes,64.4,40,Salary,133952.0,220,Human_Resources,Male,Single,9.0,21.0,Direct Deposit,No,11
1897,26261,61,No,41.58,40,Salary,86486.4,489,Healthcare,Male,Divorced,5.0,3.0,Mailed Check,Yes,10
5999,26266,41,Yes,68.97,40,Salary,143457.6,241,Information Technology,Male,Married,2.0,16.0,Direct Deposit,Yes,14
4588,26273,44,No,97.9,40,Salary,203632.0,455,Information_Technology,Female,Married,9.0,21.0,Mailed Check,Yes,16
3525,26276,46,No,38.55,40,Salary,80184.0,497,Laboratory,Female,Single,7.0,10.0,Mailed Check,No,4
2071,26277,54,Yes,99.88,40,Salary,207750.4,464,Research,Female,Single,8.0,2.0,Direct Deposit,No,8
1498,26280,60,Yes,73.89,40,Salary,153691.19999999998,246,Research,Prefer Not to Answer,Married,5.0,4.0,Mailed Check,No,29
3787,26284,21,Yes,55.55,40,Salary,115544.0,391,Sales,Female,Married,5.0,7.0,Direct Deposit,No,0
5033,26285,29,Yes,71.74,40,Salary,149219.19999999998,3,Healthcare,Male,Single,7.0,14.0,Direct Deposit,No,0
12605,26287,58,No,85.28,40,Salary,177382.4,345,Research,Male,Divorced,6.0,11.0,Mailed Check,Yes,3
1110,26291,22,Yes,81.29,40,Salary,169083.2,428,Manufacturing,Male,Divorced,1.0,1.0,Mailed Check,No,0
12113,26295,22,No,51.52,40,Salary,107161.6,77,HumanResources,Female,Divorced,3.0,6.0,Direct Deposit,No,0
569,26300,37,No,26.03,40,Salary,54142.4,307,Healthcare,Female,Divorced,9.0,39.5,Mailed Check,No,4
5807,26304,45,No,37.14,40,Salary,77251.2,272,Sales,Prefer Not to Answer,Married,7.0,22.0,Direct Deposit,No,10
5619,26311,65,No,29.68,40,Salary,61734.4,126,Laboratory,Prefer Not to Answer,Single,5.0,20.0,Mailed Check,Yes,29
5854,26312,64,No,97.04,40,Salary,201843.2,413,Marketing,Female,Divorced,4.0,13.0,Mailed Check,Yes,37
12614,26315,19,Yes,50.74,40,Salary,105539.20000000001,227,Laboratory,Male,Single,9.0,14.0,Mailed Check,Yes,16
3001,26319,39,No,69.24,40,Salary,144019.19999999998,248,Information_Technology,Male,Single,6.0,14.0,Mailed Check,Yes,12
2124,26323,45,Yes,63.83,40,Salary,132766.4,83,Marketing,Male,Married,15.5,25.0,Direct Deposit,No,12
3823,26333,49,Yes,50.16,40,Salary,104332.79999999999,70,Sales,Female,Divorced,7.0,18.0,Direct Deposit,No,13
12643,26337,49,No,98.52,40,Salary,204921.59999999998,458,Laboratory,Prefer Not to Answer,Married,8.0,8.0,Mailed Check,No,27
1185,26339,46,Yes,50.44,40,Salary,104915.2,321,InformationTechnology,Female,Married,9.0,20.0,Direct Deposit,No,1
4489,26342,21,No,82.33,40,Salary,171246.4,11,Human Resources,Male,Single,3.0,1.0,Mailed Check,No,11
2945,26345,43,Yes,17.33,40,Salary,36046.399999999994,460,Human_Resources,Prefer Not to Answer,Married,3.0,2.0,Direct Deposit,Yes,5
381,26346,47,Yes,50.21,40,Salary,104436.8,481,Marketing,Male,Single,8.0,9.0,Direct Deposit,No,17
2437,26348,27,Yes,62.36,40,Salary,129708.8,349,Healthcare,Prefer Not to Answer,Married,8.0,7.0,Mailed Check,No,14
1683,26351,55,No,95.49,40,Salary,198619.19999999998,309,Laboratory,Female,Divorced,3.0,1.0,Direct Deposit,No,15
55,26353,24,Yes,43.24,40,Salary,89939.20000000001,309,Manufacturing,Female,Married,9.0,1.0,Mailed Check,No,2
4995,26358,19,No,91.75,40,Salary,190840.0,249,Research,Female,Married,2.0,24.0,Mailed Check,No,0
2295,26359,20,Yes,85.82,40,Salary,178505.59999999998,93,Human Resources,Female,Married,5.0,11.0,Direct Deposit,Yes,0
1943,26363,43,Yes,89.4,40,Salary,185952.0,215,InformationTechnology,Prefer Not to Answer,Divorced,1.0,25.0,Mailed Check,No,15
12779,26364,65,No,72.21,40,Salary,150196.8,48,Human Resources,Male,Married,3.0,25.0,Direct Deposit,No,28
1859,26366,41,No,88.68,40,Salary,184454.40000000002,486,Human_Resources,Prefer Not to Answer,Single,3.0,20.0,Mailed Check,Yes,0
1730,26367,39,No,73.1,40,Salary,152048.0,344,Healthcare,Male,Single,3.0,16.0,Direct Deposit,Yes,9
4716,26373,58,No,59.41,40,Salary,123572.79999999999,182,HumanResources,Male,Single,8.0,4.0,Mailed Check,No,27
12360,26380,41,Yes,40.2,40,Salary,83616.0,429,Information Technology,Male,Divorced,3.0,25.0,Mailed Check,Yes,6
3254,26381,43,No,25.54,40,Salary,53123.2,473,Human Resources,Male,Divorced,5.0,1.0,Mailed Check,No,16
2565,26386,20,No,98.66,40,Salary,205212.8,297,InformationTechnology,Female,Single,2.0,7.0,Direct Deposit,No,0
1458,26387,32,Yes,66.34,40,Salary,137987.2,488,Manufacturing,Male,Married,6.0,14.0,Direct Deposit,No,14
12313,26388,21,Yes,81.47,40,Salary,169457.6,184,Research,Male,Married,15.5,13.0,Mailed Check,No,0
5211,26392,29,No,50.88,40,Salary,105830.40000000001,295,Laboratory,Male,Divorced,8.0,3.0,Direct Deposit,Yes,0
2252,26394,63,No,30.97,40,Salary,64417.6,208,Information_Technology,Prefer Not to Answer,Divorced,3.0,3.0,Direct Deposit,No,30
5352,26395,30,No,26.39,40,Salary,54891.2,8,Information_Technology,Female,Divorced,4.0,39.5,Direct Deposit,No,11
4648,26396,34,No,97.83,40,Salary,203486.4,162,Healthcare,Male,Single,8.0,16.0,Mailed Check,No,3
1929,26398,24,No,75.46,40,Salary,156956.8,242,Research,Prefer Not to Answer,Divorced,15.5,19.0,Direct Deposit,No,0
1399,26399,35,Yes,62.87,40,Salary,130769.59999999999,419,Marketing,Female,Married,8.0,13.0,Mailed Check,No,8
4136,26402,56,No,25.8,40,Salary,53664.0,120,InformationTechnology,Prefer Not to Answer,Divorced,8.0,20.0,Direct Deposit,No,10
145,26404,61,Yes,58.82,40,Salary,122345.6,202,Information_Technology,Prefer Not to Answer,Married,7.0,25.0,Mailed Check,No,28
2435,26407,46,Yes,97.75,40,Salary,203320.0,241,Healthcare,Male,Single,5.0,3.0,Mailed Check,Yes,13
3046,26410,18,No,93.74,40,Salary,194979.19999999998,45,HumanResources,Female,Married,8.0,5.0,Direct Deposit,No,7
2968,26412,31,No,64.71,40,Salary,134596.8,140,Human_Resources,Prefer Not to Answer,Married,15.5,18.0,Mailed Check,Yes,1
2770,26413,25,Yes,91.93,40,Salary,191214.40000000002,67,Sales,Female,Married,4.0,9.0,Mailed Check,No,7
12583,26415,19,No,66.42,40,Salary,138153.6,275,Human Resources,Prefer Not to Answer,Divorced,2.0,4.0,Mailed Check,No,0
5493,26418,41,Yes,94.14,40,Salary,195811.19999999998,130,Information Technology,Prefer Not to Answer,Married,3.0,14.0,Mailed Check,No,7
1601,26421,23,No,33.04,40,Salary,68723.2,32,Information Technology,Male,Divorced,8.0,5.0,Direct Deposit,No,0
1342,26425,19,Yes,50.03,40,Salary,104062.40000000001,146,Healthcare,Female,Married,4.0,6.0,Mailed Check,No,0
1964,26429,59,Yes,39.28,40,Salary,81702.40000000001,170,Sales,Prefer Not to Answer,Single,8.0,5.0,Mailed Check,No,14
497,26430,35,Yes,41.36,40,Salary,86028.8,330,Information_Technology,Female,Divorced,6.0,5.0,Direct Deposit,Yes,12
2079,26431,64,No,28.19,40,Salary,58635.200000000004,415,Information Technology,Female,Divorced,8.0,39.5,Mailed Check,Yes,14
4990,26437,56,Yes,69.67,40,Salary,144913.6,262,Manufacturing,Female,Divorced,6.0,20.0,Mailed Check,Yes,11
1201,26438,20,Yes,69.02,40,Salary,143561.59999999998,240,Information Technology,Female,Divorced,5.0,19.0,Mailed Check,No,0
1823,26440,53,No,49.12,40,Salary,102169.59999999999,166,Research,Male,Married,7.0,24.0,Mailed Check,No,25
5375,26441,57,No,78.64,40,Salary,163571.19999999998,342,Healthcare,Prefer Not to Answer,Married,1.0,8.0,Mailed Check,Yes,32
5859,26443,22,No,55.31,40,Salary,115044.8,109,Marketing,Female,Married,15.5,7.0,Direct Deposit,No,0
13115,26445,29,No,51.38,40,Salary,106870.40000000001,330,Healthcare,Female,Married,9.0,21.0,Direct Deposit,No,15
591,26446,41,Yes,91.13,40,Salary,189550.4,101,Healthcare,Male,Married,2.0,10.0,Mailed Check,No,21
5308,26449,55,No,79.19,40,Salary,164715.19999999998,380,Information Technology,Prefer Not to Answer,Divorced,5.0,20.0,Direct Deposit,No,8
4360,26450,27,Yes,75.65,40,Salary,157352.0,309,InformationTechnology,Male,Divorced,9.0,10.0,Direct Deposit,No,8
1357,26452,24,No,59.02,40,Salary,122761.6,211,InformationTechnology,Prefer Not to Answer,Married,2.0,16.0,Direct Deposit,Yes,11
4945,26454,23,No,79.91,40,Salary,166212.8,455,Research,Female,Divorced,1.0,23.0,Direct Deposit,No,0
3982,26460,55,Yes,56.27,40,Salary,117041.6,272,Sales,Prefer Not to Answer,Single,1.0,13.0,Direct Deposit,No,5
12287,26466,24,Yes,34.96,40,Salary,72716.8,298,Human Resources,Prefer Not to Answer,Divorced,3.0,21.0,Direct Deposit,No,0
4061,26476,62,No,56.47,40,Salary,117457.6,229,Information Technology,Female,Married,4.0,13.0,Direct Deposit,No,35
2476,26482,25,No,63.97,40,Salary,133057.6,185,Research,Male,Divorced,8.0,24.0,Direct Deposit,Yes,2
3773,26486,18,Yes,36.35,40,Salary,75608.0,341,Human_Resources,Prefer Not to Answer,Divorced,8.0,9.0,Direct Deposit,Yes,5
2669,26488,62,No,19.43,40,Salary,40414.4,383,HumanResources,Prefer Not to Answer,Married,3.0,14.0,Mailed Check,Yes,34
2660,26493,37,No,33.56,40,Salary,69804.8,193,Laboratory,Female,Divorced,8.0,6.0,Mailed Check,Yes,2
660,26497,37,Yes,52.85,40,Salary,109928.0,171,Information_Technology,Female,Married,7.0,15.0,Mailed Check,No,0
5677,26501,25,No,32.25,40,Salary,67080.0,466,Human Resources,Female,Divorced,5.0,14.0,Direct Deposit,Yes,2
2170,26512,45,No,83.78,40,Salary,174262.4,372,Information Technology,Female,Married,15.5,9.0,Mailed Check,Yes,17
5745,26523,42,No,69.98,40,Salary,145558.40000000002,69,Information_Technology,Prefer Not to Answer,Single,6.0,8.0,Mailed Check,No,12
5628,26529,33,No,47.28,40,Salary,98342.40000000001,233,Information_Technology,Male,Divorced,7.0,18.0,Mailed Check,No,8
