,SquareFootage_capped,BackyardSpace_capped,CrimeRate_capped,AgeOfHome_capped,DistanceToCityCenter_capped,EmploymentRate_capped,PropertyTaxRate_capped,SchoolRating_Encoded,Fireplace_Encoded,Garage_Encoded
7736,1960.0,526.0,10.7,5.0,4.0,90.2,1.3,2.0,1,0
8553,2067.0,848.0,23.8,35.0,0.6,91.3,1.52,2.0,1,0
2958,1676.0,200.0,30.3,20.0,1.4,90.3,1.19,2.0,1,1
6164,1407.0,1152.0,17.2,44.0,10.9,88.7,0.97,2.0,0,0
3623,1839.0,367.0,9.6,31.0,3.2,98.1,1.12,2.0,1,1
529,1352.0,215.0,48.5,23.0,11.7,90.7,1.09,2.0,0,1
3714,2575.0,888.0,17.2,6.0,7.4,92.1,0.85,1.0,1,1
7646,2840.0,1335.0,47.0,55.0,3.9,89.4,2.21,2.0,1,0
4732,1172.0,304.0,19.4,6.0,0.5,94.4,1.29,2.0,0,1
1269,2455.0,660.0,32.2,31.0,6.5,93.4,1.52,2.0,0,1
4281,3418.0,1089.0,17.2,42.0,19.4,89.8,1.58,2.0,1,1
1394,1810.0,228.0,49.3,2.0,8.4,94.3,0.96,2.0,0,1
4850,1319.0,1127.0,34.7,5.0,6.9,93.0,1.18,1.0,0,1
4009,1019.0,1223.0,28.1,20.0,2.6,97.5,1.59,2.0,1,1
4390,2060.0,765.0,32.0,7.0,2.3,96.8,2.02,2.0,1,1
1797,1980.0,570.0,35.6,34.0,6.9,96.1,1.49,1.0,0,1
2979,1633.0,380.0,6.0,2.0,3.0,89.6,0.98,2.0,1,1
1441,1559.0,200.0,14.2,50.0,2.5,93.3,1.46,2.0,0,1
8187,1269.0,518.0,44.1,1.0,4.6,92.7,1.29,2.0,1,0
2625,2173.0,1130.0,33.6,1.0,0.8,91.5,1.08,2.0,0,1
3811,1828.0,747.0,21.6,16.0,6.3,96.1,1.0,2.0,1,1
5631,2083.0,749.0,23.9,51.0,10.4,91.9,1.65,2.0,0,1
8336,1733.0,857.0,46.2,9.0,9.1,90.8,1.43,2.0,1,0
1273,3149.0,919.0,19.3,28.0,6.4,94.7,1.91,2.0,0,1
8025,1929.0,200.0,60.5,60.0,4.1,98.5,1.27,2.0,1,0
4703,1818.0,245.0,26.4,19.0,2.9,89.4,0.73,2.0,0,1
1712,1820.0,249.0,14.2,11.0,21.2,88.5,1.8,2.0,0,1
8776,2239.0,492.0,16.1,14.0,6.7,99.0,1.29,2.0,1,0
955,1703.0,628.0,36.1,3.0,6.7,96.3,1.49,1.0,0,1
6675,2812.0,1175.0,39.3,20.0,18.2,93.3,1.16,2.0,0,0
7262,1924.0,552.0,43.9,50.0,3.5,88.8,1.6,2.0,1,0
7818,1030.0,640.0,58.3,74.5,2.2,91.2,1.08,2.0,1,0
8434,1991.0,414.0,21.5,36.0,2.4,94.3,1.18,1.0,1,0
8605,1428.0,297.0,25.7,0.0,6.3,93.7,2.13,2.0,1,0
7600,1926.0,200.0,17.6,34.0,8.2,94.3,1.34,2.0,1,0
403,1536.0,805.0,26.6,2.0,13.7,90.0,0.76,1.0,0,1
2071,2525.0,1237.0,23.8,11.0,2.6,93.2,1.07,2.0,0,1
8762,2097.0,686.0,22.0,6.0,2.9,90.6,1.08,2.0,1,0
1977,1533.0,322.0,37.2,51.0,12.0,97.4,1.71,2.0,0,1
158,2129.0,1183.0,7.1,6.0,11.4,92.6,1.82,2.0,0,1
5844,1946.0,289.0,26.8,27.0,1.2,93.7,0.86,2.0,0,1
7005,3188.0,1018.0,63.8,33.0,16.6,93.8,1.44,2.0,0,0
3888,1824.0,831.0,4.5,56.0,0.8,97.7,1.23,2.0,1,1
5451,2556.0,1349.0,27.4,24.0,5.5,95.6,1.09,2.0,0,1
902,1363.0,647.0,48.8,23.0,4.0,90.7,1.66,2.0,0,1
352,1756.0,978.0,46.2,22.0,11.9,95.2,1.31,2.0,0,1
5326,1047.0,200.0,7.7,0.0,11.8,90.9,1.83,2.0,0,1
6078,1701.0,846.0,22.7,59.0,3.4,96.6,1.14,1.0,0,0
6236,1090.0,993.0,39.6,10.0,1.3,92.0,2.1,2.0,0,0
4540,1942.0,908.0,72.6,57.0,18.0,97.4,0.98,2.0,0,1
4130,2237.0,871.0,7.3,6.0,11.6,85.9,1.27,2.0,1,1
754,1990.0,1060.0,53.8,71.0,3.0,94.7,1.09,2.0,0,1
5833,2475.0,1314.0,73.5,3.0,7.6,85.1,1.49,2.0,0,1
2971,2000.0,200.0,35.0,55.0,6.1,85.3,1.08,2.0,1,1
1082,1993.0,613.0,37.3,14.0,13.4,96.6,1.13,2.0,0,1
2920,2464.0,414.0,20.9,62.0,10.9,95.3,1.97,2.0,1,1
311,1274.0,974.0,22.2,3.0,1.5,91.7,1.65,2.0,0,1
4644,1222.0,959.0,19.0,55.0,2.9,90.6,1.27,2.0,0,1
661,2374.0,747.0,20.9,66.0,8.5,94.8,1.47,2.0,0,1
7057,1454.0,905.0,48.3,74.5,7.5,96.2,1.57,2.0,0,0
1989,2062.0,719.0,18.2,30.0,10.0,94.6,2.05,2.0,0,1
3665,1713.0,200.0,18.0,32.0,0.5,91.0,1.3,2.0,1,1
306,2563.0,1267.0,8.5,18.0,0.5,88.1,1.12,2.0,0,1
2335,1058.0,447.0,1.4,10.0,6.1,95.8,2.21,2.0,0,1
4790,1745.0,298.0,31.2,7.0,3.4,96.1,0.98,2.0,0,1
2356,1352.0,507.0,10.6,60.0,4.4,93.2,1.35,2.0,0,1
3702,1844.0,743.0,8.7,27.0,8.3,89.3,0.82,2.0,1,1
3804,1206.0,388.0,38.8,4.0,9.7,99.0,1.17,2.0,1,1
1927,1573.0,957.0,51.5,0.0,22.9,99.0,1.94,2.0,0,1
8906,3566.625,557.0,44.8,28.0,7.1,90.1,1.63,2.0,1,0
3427,3190.0,1752.0,15.4,30.0,23.55,90.9,1.39,2.0,1,1
749,2113.0,768.0,13.0,11.0,2.3,94.4,1.29,1.0,0,1
3638,2256.0,494.0,8.7,4.0,3.8,99.0,1.2,2.0,1,1
7132,2017.0,788.0,14.1,0.0,0.5,96.9,1.84,2.0,0,0
1266,1075.0,468.0,21.5,59.0,3.7,99.0,1.37,2.0,0,1
7173,1453.0,1084.0,52.1,55.0,5.5,99.0,1.95,2.0,0,0
7441,2440.0,682.0,51.3,3.0,2.9,91.1,2.07,1.0,1,0
2956,2117.0,700.0,24.9,62.0,1.2,95.6,1.28,2.0,1,1
3595,3566.625,1801.5,15.4,8.0,3.9,86.7,1.83,2.0,1,1
2134,1477.0,822.0,7.7,1.0,8.8,99.0,1.08,2.0,0,1
5066,2226.0,693.0,24.8,20.0,6.0,93.5,1.24,2.0,0,1
4109,3566.625,1550.0,44.9,4.0,0.6,97.4,1.66,2.0,1,1
4969,1529.0,200.0,11.6,26.0,0.5,93.2,1.76,2.0,0,1
4904,1455.0,200.0,46.8,31.0,16.6,93.7,1.15,2.0,0,1
514,3566.625,1662.0,17.0,71.0,16.3,92.9,1.42,2.0,0,1
894,1492.0,200.0,5.7,40.0,14.8,97.0,1.19,2.0,0,1
409,2154.0,1138.0,31.4,31.0,2.6,99.0,1.23,2.0,0,1
7398,2879.0,1482.0,24.4,74.5,1.3,97.2,1.35,2.0,1,0
8980,2033.0,1183.0,12.8,8.0,8.8,95.6,1.07,1.0,1,0
3461,2158.0,522.0,44.1,62.0,2.7,96.0,0.92,2.0,1,1
899,2015.0,703.0,8.8,14.0,6.2,88.1,1.18,2.0,0,1
207,1445.0,752.0,16.9,27.0,5.8,90.3,0.85,2.0,0,1
7964,1850.0,499.0,47.3,12.0,2.4,96.2,0.68,2.0,1,0
458,1619.0,378.0,21.7,0.0,20.9,98.5,1.34,2.0,0,1
2054,2346.0,1245.0,3.8,6.0,6.2,93.2,1.94,2.0,0,1
2430,1883.0,801.0,33.6,8.0,1.9,95.2,0.83,2.0,0,1
250,1654.0,883.0,24.7,61.0,14.3,93.5,1.84,2.0,0,1
8263,2430.0,1129.0,29.8,45.0,6.2,97.0,1.18,2.0,1,0
5437,1689.0,1269.0,12.1,36.0,10.0,93.7,1.73,2.0,0,1
1107,1902.0,955.0,44.8,74.5,20.3,95.9,1.64,2.0,0,1
7944,1806.0,200.0,69.6,45.0,12.6,90.6,1.34,2.0,1,0
5979,1644.0,575.0,4.3,2.0,0.6,94.8,1.42,2.0,0,1
1713,1625.0,1294.0,48.7,74.5,4.1,97.1,1.42,2.0,0,1
3911,1527.0,765.0,27.3,21.0,12.6,91.7,1.22,2.0,1,1
7879,1996.0,404.0,47.0,17.0,9.9,89.7,1.17,2.0,1,0
715,2427.0,897.0,56.7,19.0,18.7,90.3,2.23,2.0,0,1
552,2018.0,878.0,6.4,74.5,15.1,96.2,1.54,2.0,0,1
1439,1169.0,779.0,29.8,1.0,23.55,89.4,1.34,2.0,0,1
2270,2053.0,1094.0,24.4,40.0,4.6,87.7,1.61,2.0,0,1
3144,1891.0,442.0,26.2,3.0,4.2,86.2,1.51,2.0,1,1
6917,1922.0,631.0,6.0,9.0,23.55,94.9,1.64,2.0,0,0
2056,1997.0,588.0,35.0,1.0,5.2,89.0,0.94,2.0,0,1
1925,3566.625,1104.0,24.4,35.0,3.8,88.3,1.76,2.0,0,1
634,3233.0,1265.0,23.7,19.0,18.4,90.9,1.53,2.0,0,1
6082,2522.0,743.0,21.3,4.0,10.6,92.5,1.91,2.0,0,0
316,2177.0,781.0,8.9,34.0,7.8,95.2,0.99,2.0,0,1
8334,2207.0,695.0,64.4,70.0,22.3,94.9,1.18,2.0,1,0
8708,903.0,249.0,21.2,2.0,2.5,93.9,1.49,2.0,1,0
5424,1847.0,771.0,56.9,13.0,2.3,94.0,1.31,2.0,0,1
427,3566.625,1678.0,16.6,4.0,2.2,90.5,1.49,1.0,0,1
7277,1130.0,362.0,19.2,51.0,1.7,91.3,2.3449999999999998,2.0,1,0
105,1897.0,792.0,9.2,6.0,2.2,85.7,1.19,1.0,0,1
3041,1393.0,200.0,32.3,49.0,2.7,99.0,1.51,2.0,1,1
4238,2256.0,723.0,22.3,39.0,1.1,99.0,1.09,2.0,1,1
2169,1913.0,1160.0,26.6,6.0,4.6,94.2,1.3,1.0,0,1
1709,1870.0,242.0,63.3,0.0,3.4,91.8,0.88,2.0,0,1
89,1348.0,959.0,39.6,14.0,13.0,97.5,1.94,1.0,0,1
7014,1810.0,1025.0,41.8,40.0,6.1,90.1,1.6,2.0,0,0
2241,1602.0,269.0,35.8,34.0,1.6,94.2,1.16,2.0,0,1
3174,2689.0,662.0,64.6,3.0,7.3,90.6,1.8,2.0,1,1
7318,1844.0,572.0,19.1,14.0,1.9,95.0,1.95,2.0,1,0
6259,1399.0,1274.0,50.6,14.0,18.3,99.0,1.94,2.0,0,0
6732,2167.0,1036.0,9.0,36.0,1.6,92.8,1.05,2.0,0,0
1949,1801.0,337.0,12.7,1.0,8.1,96.6,1.86,2.0,0,1
4044,1573.0,974.0,59.3,57.0,6.9,90.5,1.54,2.0,1,1
8859,1607.0,547.0,12.9,9.0,5.5,96.8,2.13,2.0,1,0
2848,2294.0,1287.0,34.5,39.0,3.8,93.4,0.5,2.0,1,1
6368,2122.0,484.0,22.4,27.0,0.9,95.0,1.26,2.0,0,0
1,2355.0,1167.0,18.3,3.0,13.3,92.1,1.11,2.0,0,1
6139,2138.0,638.0,46.2,5.0,3.7,96.1,1.02,2.0,0,0
4337,1972.0,325.0,43.2,19.0,18.4,92.7,1.57,2.0,1,1
6047,3566.625,1801.5,14.5,23.0,17.7,87.4,2.07,2.0,0,0
935,867.0,531.0,52.9,2.0,3.7,92.7,1.56,2.0,0,1
713,1495.0,483.0,25.2,6.0,4.4,95.3,1.52,2.0,0,1
2720,1762.0,796.0,2.6,49.0,1.2,97.8,0.96,1.0,0,1
8956,1886.0,851.0,17.9,12.0,2.0,95.4,0.96,2.0,1,0
5205,1891.0,536.0,45.5,32.0,13.8,88.5,1.9,1.0,0,1
7501,1017.0,200.0,44.9,48.0,1.6,92.5,1.48,2.0,1,0
591,1161.0,300.0,11.3,26.0,14.9,93.6,1.7,1.0,0,1
8828,1954.0,904.0,32.8,4.0,3.9,85.0,0.88,1.0,1,0
7356,932.0,295.0,37.4,31.0,23.55,90.5,0.97,2.0,1,0
2936,1316.0,254.0,16.4,39.0,7.6,90.8,1.4,2.0,1,1
8513,1809.0,237.0,39.2,18.0,9.1,88.4,1.84,2.0,1,0
2448,2497.0,973.0,21.9,6.0,2.3,97.2,1.16,2.0,0,1
1576,1729.0,200.0,37.9,0.0,7.1,95.2,1.45,2.0,0,1
7876,1812.0,766.0,25.9,8.0,10.0,97.0,1.07,2.0,1,0
8168,801.0,960.0,31.5,19.0,3.7,98.3,1.57,2.0,1,0
213,1316.0,389.0,23.4,5.0,23.55,92.1,1.25,2.0,0,1
778,1467.0,520.0,46.6,13.0,1.7,86.0,1.48,2.0,0,1
5511,1566.0,483.0,37.0,22.0,7.0,83.54999999999998,1.32,2.0,0,1
3496,1896.0,427.0,9.0,42.0,1.2,92.6,1.66,1.0,1,1
7677,2349.0,819.0,39.8,20.0,23.55,91.2,1.51,2.0,1,0
2043,2027.0,926.0,5.9,25.0,7.9,99.0,1.59,2.0,0,1
8759,1057.0,1049.0,6.8,74.5,3.4,99.0,0.81,2.0,1,0
8550,1568.0,650.0,43.5,74.5,2.2,92.7,1.64,2.0,1,0
5420,1348.0,606.0,12.5,51.0,4.5,91.1,1.84,2.0,0,1
6154,1309.0,768.0,30.8,8.0,2.8,95.0,1.38,2.0,0,0
1567,1666.0,200.0,52.4,1.0,2.8,92.9,0.96,2.0,0,1
165,1870.0,1010.0,37.1,38.0,1.5,93.0,0.97,2.0,0,1
4702,2150.0,1073.0,11.1,46.0,6.1,92.3,1.11,2.0,0,1
3566,1595.0,338.0,12.1,7.0,3.9,93.2,1.58,2.0,1,1
7497,1826.0,505.0,55.7,3.0,6.0,89.7,1.57,2.0,1,0
8764,3566.625,1511.0,21.1,8.0,7.0,94.8,1.61,2.0,1,0
5439,1448.0,748.0,25.4,5.0,14.3,90.6,0.96,2.0,0,1
2013,1785.0,1070.0,49.0,74.5,4.0,90.4,1.87,2.0,0,1
273,3295.0,1421.0,18.8,7.0,4.0,92.1,1.81,2.0,0,1
3860,1818.0,480.0,25.7,9.0,9.3,98.0,1.43,2.0,1,1
4167,873.0,333.0,38.8,74.5,8.1,91.9,1.52,2.0,1,1
7809,2805.0,684.0,31.5,22.0,9.8,95.8,1.5,2.0,1,0
3788,1466.0,706.0,14.7,35.0,3.5,97.9,1.72,2.0,1,1
5183,1441.0,200.0,17.6,17.0,3.3,96.7,1.7,2.0,0,1
394,1173.0,200.0,68.0,30.0,6.1,91.4,1.55,2.0,0,1
583,1434.0,803.0,31.5,6.0,21.8,91.3,1.64,1.0,0,1
8918,932.0,786.0,46.4,53.0,15.4,96.7,1.71,2.0,1,0
8986,2115.0,1170.0,63.6,34.0,1.8,88.1,1.06,2.0,1,0
116,2815.0,844.0,11.4,53.0,10.1,97.5,0.68,2.0,0,1
6644,3566.625,1801.5,31.9,1.0,1.5,89.3,1.58,2.0,0,0
8040,1098.0,488.0,14.5,29.0,10.6,84.7,1.29,2.0,1,0
6869,1558.0,1248.0,16.1,38.0,23.55,95.6,2.3449999999999998,2.0,0,0
8954,1406.0,563.0,32.5,27.0,0.8,91.2,1.81,2.0,1,0
8937,2283.0,388.0,27.4,0.0,2.1,86.3,1.44,2.0,1,0
7921,1256.0,423.0,39.9,11.0,0.7,98.8,1.24,2.0,1,0
520,1432.0,612.0,5.0,32.0,18.5,92.2,2.3449999999999998,2.0,0,1
1763,1057.0,278.0,12.1,24.0,6.9,90.1,1.7,2.0,0,1
1875,1244.0,369.0,58.3,5.0,12.1,88.3,1.57,2.0,0,1
5355,2635.0,1228.0,14.7,38.0,23.55,85.1,1.68,2.0,0,1
3965,3256.0,1253.0,34.8,9.0,7.1,92.4,1.15,2.0,1,1
3344,1552.0,598.0,49.2,49.0,4.6,90.3,1.4,1.0,1,1
6598,3221.0,1104.0,58.6,38.0,2.0,94.7,0.87,2.0,0,0
2253,2254.0,724.0,20.9,35.0,10.3,95.5,1.32,2.0,0,1
6877,2686.0,822.0,39.2,50.0,0.7,95.5,0.5,2.0,0,0
3224,2135.0,233.0,6.9,7.0,5.8,97.0,1.79,2.0,1,1
526,2156.0,692.0,32.2,32.0,0.9,92.2,1.02,2.0,0,1
8108,1512.0,200.0,36.4,17.0,13.7,94.3,1.45,2.0,1,0
2946,3077.0,1092.0,28.9,34.0,11.2,95.9,1.5,2.0,1,1
4473,1663.0,965.0,48.2,44.0,0.8,98.3,1.35,2.0,1,1
3899,2451.0,1448.0,20.3,9.0,4.8,96.5,1.41,1.0,1,1
5655,2426.0,1059.0,8.7,12.0,8.6,98.3,1.79,2.0,0,1
692,1292.0,232.0,18.0,35.0,0.6,93.3,1.46,2.0,0,1
6059,1211.0,745.0,34.8,5.0,1.8,99.0,1.38,2.0,0,0
959,2207.0,1121.0,27.9,12.0,0.8,89.0,1.13,2.0,0,1
4444,969.0,718.0,58.8,9.0,12.5,90.4,1.97,2.0,1,1
8480,1889.0,701.0,26.1,48.0,1.3,94.1,1.43,2.0,1,0
6342,2471.0,444.0,50.5,16.0,17.7,96.5,1.25,2.0,0,0
6131,1695.0,200.0,33.1,74.5,0.5,93.0,1.07,2.0,0,0
3633,2170.0,1064.0,16.8,11.0,9.2,89.2,0.88,2.0,1,1
5805,1897.0,200.0,24.3,4.0,1.2,96.4,1.42,2.0,0,1
1050,1571.0,719.0,21.6,28.0,8.9,93.8,1.66,2.0,0,1
590,1314.0,535.0,15.7,0.0,0.5,93.9,1.52,2.0,0,1
519,968.0,200.0,27.1,12.0,0.5,97.0,1.87,2.0,0,1
3380,1520.0,523.0,36.9,65.0,13.6,92.2,1.6,2.0,1,1
3676,1248.0,899.0,13.0,70.0,7.5,90.9,1.38,2.0,1,1
5776,1216.0,747.0,35.4,11.0,1.9,89.4,1.39,2.0,0,1
8062,1823.0,761.0,3.3,22.0,3.5,89.7,1.37,2.0,1,0
6573,1406.0,618.0,29.3,39.0,16.9,89.4,1.24,2.0,0,0
5179,1587.0,1161.0,24.3,16.0,9.5,88.9,1.83,2.0,0,1
1607,1072.0,200.0,32.0,61.0,8.7,96.8,1.39,1.0,0,1
3610,1157.0,200.0,54.9,18.0,8.9,88.8,1.28,2.0,1,1
8779,1958.0,1103.0,28.2,11.0,10.3,92.9,1.29,2.0,1,0
6635,1384.0,232.0,38.3,5.0,10.8,89.9,1.8,2.0,0,0
8997,954.0,444.0,18.4,19.0,6.9,89.1,1.3,2.0,1,0
1809,1749.0,200.0,9.6,17.0,11.4,94.1,1.72,2.0,0,1
791,2006.0,1248.0,10.4,1.0,23.55,83.54999999999998,1.5,2.0,0,1
792,1765.0,894.0,37.7,22.0,23.55,93.1,0.79,2.0,0,1
8045,2446.0,676.0,37.7,3.0,7.2,92.5,0.95,2.0,1,0
1855,2009.0,755.0,39.7,14.0,2.3,88.3,1.98,2.0,0,1
1980,3503.0,989.0,23.5,33.0,5.4,94.3,1.23,2.0,0,1
3233,2013.0,819.0,17.1,36.0,3.4,95.8,1.25,2.0,1,1
3598,3362.0,1456.0,35.4,23.0,9.2,95.1,1.96,2.0,1,1
933,2183.0,286.0,11.3,14.0,1.1,93.0,1.25,2.0,0,1
3963,1859.0,433.0,9.3,9.0,15.4,98.9,1.6,2.0,1,1
7290,1965.0,200.0,28.7,8.0,5.1,88.6,1.75,2.0,1,0
5626,914.0,1435.0,9.6,18.0,5.3,97.7,1.6,2.0,0,1
5506,2661.0,1291.0,16.5,28.0,12.2,91.9,1.94,2.0,0,1
6072,1519.0,733.0,33.4,6.0,4.2,91.9,1.43,2.0,0,0
1682,1357.0,955.0,14.2,7.0,6.9,94.5,0.92,2.0,0,1
4179,1219.0,200.0,25.2,47.0,0.5,93.0,1.79,2.0,1,1
4026,1834.0,200.0,6.4,11.0,7.9,92.8,1.41,2.0,1,1
8443,946.0,737.0,20.2,21.0,0.6,92.4,1.9,2.0,1,0
6446,2051.0,756.0,25.5,4.0,7.4,92.8,1.97,1.0,0,0
4116,1044.0,200.0,45.3,74.5,23.55,99.0,1.7,2.0,1,1
988,2510.0,200.0,13.9,28.0,1.4,98.3,1.43,2.0,0,1
7553,2730.0,1787.0,38.2,28.0,1.6,92.7,0.99,2.0,1,0
8261,2097.0,465.0,14.3,21.0,4.2,88.4,1.2,2.0,1,0
3453,1291.0,833.0,52.6,7.0,9.4,93.9,1.63,2.0,1,1
2896,2131.0,1099.0,15.3,3.0,4.5,94.2,1.22,2.0,1,1
3778,2906.0,1052.0,42.7,9.0,2.5,91.4,1.3,2.0,1,1
5658,1795.0,642.0,20.7,27.0,2.1,95.2,1.26,2.0,0,1
8202,2514.0,738.0,4.9,0.0,5.9,98.8,1.65,2.0,1,0
3093,1952.0,373.0,5.6,8.0,20.8,99.0,2.08,2.0,1,1
3155,2141.0,368.0,16.0,9.0,23.55,90.5,1.3,2.0,1,1
5069,2423.0,688.0,31.8,14.0,11.9,91.0,1.93,2.0,0,1
5806,1508.0,483.0,26.4,3.0,7.8,94.1,1.32,2.0,0,1
3201,888.0,200.0,21.6,0.0,2.8,87.1,2.07,2.0,1,1
7902,1188.0,512.0,37.0,15.0,3.5,95.2,1.45,2.0,1,0
8656,1257.0,354.0,42.8,16.0,23.55,92.2,1.67,2.0,1,0
1098,1349.0,200.0,32.2,8.0,3.4,95.1,0.81,1.0,0,1
8129,2026.0,899.0,41.3,4.0,14.1,92.8,1.83,2.0,1,0
2844,1058.0,548.0,16.5,3.0,12.7,97.6,1.63,2.0,1,1
886,700.0,200.0,19.4,62.0,4.0,99.0,1.37,2.0,0,1
3342,2746.0,1465.0,17.0,15.0,23.5,95.6,1.64,2.0,1,1
7593,1730.0,213.0,20.1,74.5,0.7,96.5,1.81,2.0,1,0
6540,872.0,222.0,42.2,21.0,4.8,85.3,2.09,2.0,0,0
8408,1455.0,727.0,32.9,37.0,8.2,93.0,1.44,2.0,1,0
6096,1688.0,520.0,36.9,26.0,18.1,97.2,0.92,2.0,0,0
515,1064.0,200.0,11.6,5.0,11.8,93.5,0.98,2.0,0,1
3356,1432.0,547.0,27.1,74.5,0.7,91.6,1.27,2.0,1,1
4833,1698.0,682.0,21.4,33.0,12.0,88.5,1.33,2.0,0,1
1453,1920.0,200.0,50.2,66.0,1.2,85.7,1.13,2.0,0,1
3553,2666.0,659.0,39.2,21.0,10.5,89.3,1.75,1.0,1,1
3609,2368.0,1008.0,29.9,5.0,23.55,93.0,1.39,2.0,1,1
8934,2515.0,610.0,28.2,43.0,9.1,91.9,0.69,2.0,1,0
4665,1279.0,200.0,19.3,51.0,18.0,93.1,1.4,2.0,0,1
2506,1510.0,572.0,20.4,0.0,0.5,89.3,0.89,2.0,0,1
2994,2171.0,878.0,20.6,3.0,0.8,92.0,1.5,2.0,1,1
3999,2556.0,909.0,22.3,3.0,23.55,90.2,1.81,2.0,1,1
6222,856.0,828.0,3.1,0.0,13.8,98.7,2.0,2.0,0,0
8740,1246.0,200.0,20.2,7.0,4.3,89.8,1.33,2.0,1,0
8905,2918.0,698.0,8.9,7.0,0.5,88.9,0.64,2.0,1,0
906,1769.0,227.0,9.4,18.0,13.5,92.4,0.92,2.0,0,1
28,1510.0,387.0,65.9,74.5,0.8,93.0,1.39,2.0,0,1
8294,1749.0,578.0,26.7,10.0,3.6,94.8,1.1,2.0,1,0
2507,2306.0,1107.0,26.4,74.5,7.1,93.0,1.34,2.0,0,1
2428,1214.0,200.0,27.3,0.0,3.7,94.9,1.52,2.0,0,1
5043,2374.0,625.0,28.1,55.0,0.8,97.7,1.15,2.0,0,1
5346,1562.0,371.0,28.0,22.0,0.7,92.8,1.16,2.0,0,1
762,1205.0,437.0,26.2,0.0,0.7,86.6,0.91,2.0,0,1
3747,827.0,231.0,9.8,10.0,1.9,97.0,1.46,1.0,1,1
4811,1571.0,365.0,45.2,15.0,11.6,93.5,1.17,2.0,0,1
284,1771.0,466.0,25.1,3.0,9.0,93.2,0.79,2.0,0,1
686,1254.0,366.0,25.4,56.0,9.1,88.1,1.18,1.0,0,1
4799,3566.625,1460.0,37.1,6.0,8.1,95.0,1.0,1.0,0,1
2353,2843.0,950.0,16.8,1.0,7.1,89.7,1.11,1.0,0,1
6353,1947.0,200.0,11.9,13.0,13.9,90.5,1.54,2.0,0,0
7873,1776.0,200.0,39.6,5.0,11.0,88.4,0.99,2.0,1,0
4569,3017.0,1224.0,47.5,6.0,3.1,95.3,1.84,2.0,0,1
21,2894.0,884.0,18.1,3.0,12.4,89.0,1.81,2.0,0,1
2752,2054.0,493.0,30.0,9.0,0.5,93.5,2.04,2.0,0,1
885,1160.0,899.0,8.5,13.0,0.5,89.1,1.16,2.0,0,1
8378,1768.0,1452.0,19.4,17.0,3.9,91.4,1.21,2.0,1,0
917,1399.0,447.0,32.3,19.0,22.7,96.9,1.3,2.0,0,1
7675,1594.0,376.0,41.2,12.0,2.6,99.0,1.45,2.0,1,0
1040,2773.0,1403.0,15.3,3.0,15.6,93.1,1.09,2.0,0,1
6335,1298.0,849.0,17.2,18.0,19.1,91.7,2.26,2.0,0,0
7763,1625.0,627.0,65.8,74.5,8.7,89.6,1.62,2.0,1,0
1265,2993.0,694.0,28.6,28.0,4.4,94.1,1.14,2.0,0,1
4579,1803.0,200.0,10.1,17.0,0.8,92.9,2.02,2.0,0,1
8331,1258.0,567.0,21.4,44.0,1.0,97.8,0.98,2.0,1,0
7059,2134.0,650.0,22.2,12.0,22.6,90.5,1.54,2.0,0,0
8659,1662.0,601.0,57.6,2.0,23.55,93.3,1.88,2.0,1,0
277,3018.0,1216.0,20.8,74.5,6.4,92.8,2.02,2.0,0,1
5084,1215.0,566.0,30.9,2.0,13.7,90.0,1.72,2.0,0,1
2084,2376.0,906.0,19.6,24.0,3.8,95.6,1.96,2.0,0,1
1245,1569.0,531.0,43.7,23.0,14.3,96.5,1.51,2.0,0,1
2382,1847.0,200.0,4.2,20.0,5.7,89.7,1.85,2.0,0,1
571,1609.0,200.0,21.0,30.0,2.2,96.8,1.51,2.0,0,1
1435,1869.0,1283.0,40.7,56.0,15.2,91.3,2.29,2.0,0,1
3902,1593.0,560.0,11.6,7.0,0.5,94.3,1.51,2.0,1,1
5089,1145.0,210.0,36.6,15.0,4.4,93.5,1.56,2.0,0,1
1247,1349.0,935.0,28.2,0.0,1.5,93.5,1.42,2.0,0,1
7353,2533.0,1432.0,5.1,30.0,11.3,93.2,1.51,2.0,1,0
4681,1522.0,874.0,44.1,10.0,23.55,91.4,1.7,1.0,0,1
3526,1768.0,1162.0,32.7,7.0,12.7,99.0,1.2,2.0,1,1
6557,2801.0,1266.0,24.9,2.0,7.2,90.1,2.01,1.0,0,0
2514,2029.0,847.0,14.4,58.0,1.4,96.0,1.47,2.0,0,1
5445,1466.0,200.0,32.5,16.0,2.6,94.3,1.47,2.0,0,1
1007,2900.0,567.0,2.7,41.0,8.4,94.1,1.06,2.0,0,1
4770,2348.0,1441.0,59.6,9.0,22.9,88.2,1.04,2.0,0,1
6508,2328.0,651.0,46.6,7.0,2.2,97.4,1.14,2.0,0,0
6999,2057.0,930.0,16.5,40.0,10.7,96.6,1.92,2.0,0,0
4543,2102.0,1705.0,62.2,3.0,5.7,83.54999999999998,1.51,2.0,0,1
7381,2468.0,1209.0,20.2,71.0,20.2,96.3,1.25,2.0,1,0
7676,1912.0,200.0,25.1,15.0,1.0,90.5,1.05,2.0,1,0
4455,1987.0,688.0,7.0,3.0,11.2,91.5,1.18,2.0,1,1
2064,700.0,339.0,23.2,11.0,7.7,93.1,1.51,2.0,0,1
5352,1572.0,662.0,17.4,44.0,1.7,91.3,1.16,2.0,0,1
